Date,Probability,Lower_Threshold,Upper_Threshold,Signal,OBV,OBV_Change_5D,Conviction_Proxy,CMF_20,VIX_Percentile,Decision_Allocation,Observed_Bar,Valid_Feature_Row,Volatility,Target_Allocation,Available_Volatility,Available_Average_Volume,Execution_Open_Present,Mocked_Order_Size,Slippage,Order_Target
2025-12-31,0.44283613562583923,0.48,0.52,-1,1283362282.0,11197044.0,5,-0.16851863401578374,2.7777777777777777,0.0,True,True,0.02121275812691887,0.0,0.021277528941816077,14139772.8,True,0.0,0.0,0.0
2026-01-02,0.4304656386375427,0.48,0.52,-1,1289850214.0,-8991206.0,3,-0.08466698645935337,8.73015873015873,0.0,True,True,0.019609968748545703,0.0,0.02121275812691887,14165957.5,True,0.0,0.0,0.0
2026-01-05,0.4446875751018524,0.48,0.52,-1,1306942142.0,14181032.0,5,-0.0684113642712549,3.968253968253968,0.0,True,True,0.019966118676103043,0.0,0.019609968748545703,12910070.8,True,0.0,0.0,0.0
2026-01-06,0.4475933313369751,0.48,0.52,-1,1327225586.0,43651588.0,7,0.035818074240540114,8.333333333333332,0.0,True,True,0.020017187913599205,0.0,0.019966118676103043,13045716.3,True,0.0,0.0,0.0
2026-01-07,0.4899214804172516,0.48,0.52,0,1341525702.0,46645690.0,7,0.03691933003557671,5.555555555555555,0.0,True,True,0.01993357745712937,0.0,0.020017187913599205,13049967.2,True,0.0,0.0,0.0
2026-01-08,0.49236801266670227,0.48,0.52,0,1353033000.0,69670718.0,7,0.08783252036033623,17.46031746031746,0.0,True,True,0.019830176350239814,0.0,0.01993357745712937,12890030.4,True,0.0,0.0,0.0
2026-01-09,0.5066026449203491,0.48,0.52,0,1364097284.0,74247070.0,7,0.1397542884327986,18.849206349206348,0.0,True,True,0.020045678642418005,0.0,0.019830176350239814,13043271.0,True,0.0,0.0,0.0
2026-01-12,0.47711852192878723,0.48,0.52,-1,1380819892.0,73877750.0,7,0.06736767876952914,3.7698412698412698,0.0,True,True,0.019001579957315336,0.0,0.020045678642418005,12821408.3,True,0.0,0.0,0.0
2026-01-13,0.4267352223396301,0.48,0.52,-1,1405796004.0,78570418.0,7,0.07337913488901197,14.285714285714285,0.0,True,True,0.020347300824732028,0.0,0.019001579957315336,12507806.7,True,0.0,0.0,0.0
2026-01-14,0.43051257729530334,0.4722619047619047,0.5277380952380952,-1,1385246574.0,43720872.0,5,-0.03277485866092716,27.976190476190478,0.0,True,True,0.021640082921068476,0.0,0.020347300824732028,13298245.8,True,0.0,0.0,0.0
2026-01-15,0.4451221227645874,0.4263492063492063,0.5736507936507936,0,1402174050.0,49141050.0,7,0.020693231607301656,45.63492063492063,0.0,True,True,0.021272034411385664,0.0,0.021640082921068476,13675643.6,True,0.0,0.0,0.0
2026-01-16,0.4234941601753235,0.47638888888888886,0.5236111111111111,-1,1421201422.0,57104138.0,7,0.1036191022162581,26.38888888888889,0.0,True,True,0.02156550268642175,0.0,0.021272034411385664,13888670.8,True,0.0,0.0,0.0
2026-01-19,0.4110763370990753,0.47484126984126984,0.5251587301587302,-1,1404326632.0,23506740.0,7,0.07053078103264625,26.984126984126984,0.0,True,True,0.02373677322174226,0.0,0.02156550268642175,14237618.4,True,0.0,0.0,0.0
2026-01-20,0.47271546721458435,0.47484126984126984,0.5251587301587302,-1,1387950808.0,-17845196.0,5,0.0369778918360884,26.984126984126984,0.0,True,True,0.023864046962656957,0.0,0.02373677322174226,14475586.2,True,0.0,0.0,0.0
2026-01-21,0.46220070123672485,0.35,0.65,0,1376434712.0,-8811862.0,5,0.02015379274089002,75.39682539682539,0.0,True,True,0.023543775163207287,0.0,0.023864046962656957,14752885.4,True,0.0,0.0,0.0
2026-01-22,0.5064685344696045,0.4201587301587301,0.5798412698412698,0,1401773596.0,-400454.0,5,0.028070736607847525,48.01587301587302,0.0,True,True,0.02360451170253905,0.0,0.023543775163207287,14965250.4,True,0.0,0.0,0.0
2026-01-23,0.47354599833488464,0.48,0.52,-1,1415714766.0,-5486656.0,5,0.02778632486686327,21.03174603174603,0.0,True,True,0.02300056649421126,0.0,0.02360451170253905,15690547.1,True,0.0,0.0,0.0
2026-01-26,0.48423147201538086,0.46865079365079365,0.5313492063492063,0,1429558824.0,25232192.0,7,0.06011749648225369,29.365079365079367,0.0,True,True,0.022401963160828445,0.0,0.02300056649421126,15053796.5,True,0.0,0.0,0.0
2026-01-27,0.521341860294342,0.46658730158730155,0.5334126984126984,0,1417674232.0,29723424.0,7,0.04713323618781221,30.158730158730158,0.0,True,True,0.021616133469830316,0.0,0.022401963160828445,15441983.9,True,0.0,0.0,0.0
2026-01-28,0.47685977816581726,0.45936507936507937,0.5406349206349207,0,1431882602.0,55447890.0,7,0.03006631854847304,32.93650793650794,0.0,True,True,0.021667582493211254,0.0,0.021616133469830316,15576857.9,True,0.0,0.0,0.0
2026-01-29,0.4901328384876251,0.45884920634920634,0.5411507936507937,0,1459121970.0,57348374.0,7,0.1186113906949024,33.13492063492063,0.0,True,True,0.02421770143619107,0.0,0.021667582493211254,15721975.7,True,0.0,0.0,0.0
2026-01-30,0.48461365699768066,0.4201587301587301,0.5798412698412698,0,1442663208.0,26948442.0,7,0.08902650257188212,48.01587301587302,0.0,True,True,0.025019831489100117,0.0,0.02421770143619107,16508057.6,True,0.0,0.0,0.0
2026-02-02,0.5195927023887634,0.3990079365079365,0.6009920634920635,0,1466820248.0,37261424.0,7,0.10647812692327824,56.15079365079365,0.0,True,True,0.024990357011531798,0.0,0.025019831489100117,17006599.1,True,0.0,0.0,0.0
2026-02-03,0.5251247882843018,0.4614285714285714,0.5385714285714286,0,1491037406.0,73363174.0,7,0.0665830519670902,32.142857142857146,0.0,True,True,0.024560560024821394,0.0,0.024990357011531798,17359854.7,True,0.0,0.0,0.0
2026-02-04,0.48732784390449524,0.38611111111111107,0.6138888888888889,0,1503476984.0,71594382.0,7,0.05387984332680381,61.111111111111114,0.0,True,True,0.024325227827534025,0.0,0.024560560024821394,17556540.4,True,0.0,0.0,0.0
2026-02-05,0.5179312825202942,0.36960317460317454,0.6303968253968254,0,1487234804.0,28112834.0,5,-0.021616244463648137,67.46031746031747,0.0,True,True,0.02499490123442829,0.0,0.024325227827534025,17463513.5,True,0.0,0.0,0.0
2026-02-06,0.5267046689987183,0.35,0.65,0,1497509914.0,54846706.0,5,-0.04018928471866277,82.53968253968253,0.0,True,True,0.024784162479104137,0.0,0.02499490123442829,17700257.6,True,0.0,0.0,0.0
2026-02-09,0.48495393991470337,0.35,0.65,0,1510093612.0,43273364.0,5,-0.024260933711700943,75.79365079365078,0.0,True,True,0.02508076558646829,0.0,0.024784162479104137,17660798.9,True,0.0,0.0,0.0
