Date,Open,High,Low,Close,Volume
2021-09-20,7.501594496713861,7.525792972750859,7.316070795748386,7.324137210845947,139936918.0
2021-09-21,7.404799938201904,7.4612633062495375,7.348335800898575,7.404799938201904,149526413.0
2021-09-22,7.445130448623572,7.646786212921143,7.445130448623572,7.646786212921143,139181718.0
2021-09-23,7.695183962918484,7.7113167933639195,7.396733522979186,7.404799938201904,354905496.0
2021-09-24,7.356402241488314,7.364468656738847,7.0821502770157725,7.114415168762207,239336274.0
2021-09-27,7.178944589594925,7.219275894554468,7.098282748931498,7.195077419281006,166162952.0
2021-09-28,7.1628124130921895,7.211209362854849,7.106349048617205,7.130547523498535,159299932.0
2021-09-29,7.178944995920345,7.3241373942902674,7.178944995920345,7.308005332946777,187861646.0
2021-09-30,7.324137902521705,7.4693303109667175,7.235409635836284,7.453197479248047,249317224.0
2021-10-01,7.396733924224713,7.501595020041285,7.380601092904131,7.485462188720703,164277487.0
2021-10-04,7.493528975253949,7.574191597337575,7.437065601348877,7.437065601348877,164612907.0
2021-10-05,7.445130879674985,7.5096614357015765,7.3886675085644224,7.485462188720703,162815555.0
2021-10-06,7.445131248152619,7.509661807372985,7.364469395324769,7.437065601348877,154556172.0
2021-10-07,7.541926200609035,7.598389570757735,7.4773964149374565,7.574191093444824,177561053.0
2021-10-08,7.574191222727782,7.630654593840249,7.485462188973064,7.5015950202941895,161841619.0
2021-10-11,7.525794184529948,7.638721706311969,7.517727768133559,7.614522457122803,144311226.0
2021-10-12,7.58225643106083,7.7274488275393916,7.558057954732966,7.662919044494629,192434349.0
2021-10-13,7.69518400651132,7.7032504217797335,7.525793132153134,7.566124439239502,161036717.0
2021-10-14,7.5338591372700545,7.598388917392892,7.461262942317948,7.469329357147217,158680320.0
2021-10-15,7.501595502483719,7.517727565586049,7.170880131700199,7.2031450271606445,329506686.0
2021-10-18,7.211209545841395,7.2192759607584085,7.05795150869648,7.098282814025879,240099859.0
2021-10-19,7.146680804333964,7.316071695946844,7.146680804333964,7.283806800842285,203568437.0
2021-10-20,7.27574078641195,7.380601113262021,7.219276645889905,7.348336219787598,198220752.0
