number,value,datetime_start,datetime_complete,duration,params_colsample_bylevel,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_mean_coverage,user_attrs_mean_expectancy,system_attrs_tpe:relative_params:0,state
15,0.5115923029836297,2026-09-18 19:01:28.359984,2026-09-18 19:01:34.907545,0 days 00:00:06.547561,0.9119592187235606,0.822429117637741,0.019038386743654195,4,1.2938733608775146,500,0.9006360992046691,0.5478256769979675,0.6536419491102798,0.42334525368015213,-0.001785002665551417,"{""colsample_bylevel"": 0.9119592187235606, ""colsample_bytree"": 0.822429117637741, ""learning_rate"": 0.019038386743654195, ""max_depth"": 4, ""min_child_weight"": 1.2938733608775146, ""n_estimators"": 500, ""reg_alpha"": 0.9006360992046691, ""reg_lambda"": 0.5478256769979675, ""subsample"": 0.6536419491102798}",COMPLETE
16,0.5131828633946451,2026-09-18 19:01:34.967707,2026-09-18 19:01:40.430711,0 days 00:00:05.463004,0.8145707262235912,0.9269575951097174,0.015468584717949749,4,2.1303639092201587,450,0.7587534228411992,0.7739534391017727,0.7198527823882152,0.3872357960835956,-0.001596220823239041,"{""colsample_bylevel"": 0.8145707262235912, ""colsample_bytree"": 0.9269575951097174, ""learning_rate"": 0.015468584717949749, ""max_depth"": 4, ""min_child_weight"": 2.1303639092201587, ""n_estimators"": 450, ""reg_alpha"": 0.7587534228411992, ""reg_lambda"": 0.7739534391017727, ""subsample"": 0.7198527823882152}",COMPLETE
17,0.5121436905845189,2026-09-18 19:01:40.490567,2026-09-18 19:01:47.298755,0 days 00:00:06.808188,0.8850054874626712,0.8872014030154991,0.01728527970505637,5,1.5487839752072134,450,0.8410789020416248,1.0403563311966773,0.7947848714986896,0.4401896546268842,-0.0016913570169229109,"{""colsample_bylevel"": 0.8850054874626712, ""colsample_bytree"": 0.8872014030154991, ""learning_rate"": 0.01728527970505637, ""max_depth"": 5, ""min_child_weight"": 1.5487839752072134, ""n_estimators"": 450, ""reg_alpha"": 0.8410789020416248, ""reg_lambda"": 1.0403563311966773, ""subsample"": 0.7947848714986896}",COMPLETE
18,0.5109597874826669,2026-09-18 19:01:47.360478,2026-09-18 19:01:51.556758,0 days 00:00:04.196280,0.8336418358345655,0.9420533620927988,0.012050375778482975,3,2.317990899590325,450,0.9866644142168115,0.8398158434421441,0.7002451366643,0.3165865265033943,-0.0022752003681337186,"{""colsample_bylevel"": 0.8336418358345655, ""colsample_bytree"": 0.9420533620927988, ""learning_rate"": 0.012050375778482975, ""max_depth"": 3, ""min_child_weight"": 2.317990899590325, ""n_estimators"": 450, ""reg_alpha"": 0.9866644142168115, ""reg_lambda"": 0.8398158434421441, ""subsample"": 0.7002451366643}",COMPLETE
19,0.5120784750469394,2026-09-18 19:01:51.616192,2026-09-18 19:01:54.884789,0 days 00:00:03.268597,0.8372323844069606,0.9187041600321045,0.02534454778164023,3,1.6936117824382761,350,0.8912150004808173,1.0448928612229853,0.7918382404452103,0.36499262584777686,-0.0017943853850665933,"{""colsample_bylevel"": 0.8372323844069606, ""colsample_bytree"": 0.9187041600321045, ""learning_rate"": 0.02534454778164023, ""max_depth"": 3, ""min_child_weight"": 1.6936117824382761, ""n_estimators"": 350, ""reg_alpha"": 0.8912150004808173, ""reg_lambda"": 1.0448928612229853, ""subsample"": 0.7918382404452103}",COMPLETE
20,0.5124687442087307,2026-09-18 19:01:54.945609,2026-09-18 19:01:59.635694,0 days 00:00:04.690085,0.8373438218530415,0.9133034915305832,0.01183721902997429,4,1.6407922597211853,400,0.5384957502519319,0.5481657958216499,0.719358084304649,0.3433863074153869,-0.0016398710476752353,"{""colsample_bylevel"": 0.8373438218530415, ""colsample_bytree"": 0.9133034915305832, ""learning_rate"": 0.01183721902997429, ""max_depth"": 4, ""min_child_weight"": 1.6407922597211853, ""n_estimators"": 400, ""reg_alpha"": 0.5384957502519319, ""reg_lambda"": 0.5481657958216499, ""subsample"": 0.719358084304649}",COMPLETE
21,0.511437666894441,2026-09-18 19:01:59.698069,2026-09-18 19:02:05.453525,0 days 00:00:05.755456,0.7284002152698675,0.9899391124800855,0.01247554104259403,4,2.2277752572203866,500,0.6909244711122788,0.8026418841909144,0.7070076425178474,0.3741167972233744,-0.001662221313810466,"{""colsample_bylevel"": 0.7284002152698675, ""colsample_bytree"": 0.9899391124800855, ""learning_rate"": 0.01247554104259403, ""max_depth"": 4, ""min_child_weight"": 2.2277752572203866, ""n_estimators"": 500, ""reg_alpha"": 0.6909244711122788, ""reg_lambda"": 0.8026418841909144, ""subsample"": 0.7070076425178474}",COMPLETE
22,0.5113328475106375,2026-09-18 19:02:05.512590,2026-09-18 19:02:13.873246,0 days 00:00:08.360656,0.9711499039765866,0.9413304795455725,0.010370379775823255,5,1.8965184988942434,400,0.773524618674401,0.9614910736975308,0.6701066067287273,0.3663263439109478,-0.0017754598757705735,"{""colsample_bylevel"": 0.9711499039765866, ""colsample_bytree"": 0.9413304795455725, ""learning_rate"": 0.010370379775823255, ""max_depth"": 5, ""min_child_weight"": 1.8965184988942434, ""n_estimators"": 400, ""reg_alpha"": 0.773524618674401, ""reg_lambda"": 0.9614910736975308, ""subsample"": 0.6701066067287273}",COMPLETE
23,0.5117318678109486,2026-09-18 19:02:13.971050,2026-09-18 19:02:20.515014,0 days 00:00:06.543964,0.7944155784230428,0.8730036903252061,0.01130469186523007,4,1.6819544033899687,500,0.46560496964613407,0.7052693868415802,0.6636181190208432,0.36070765814083505,-0.0019247007548350156,"{""colsample_bylevel"": 0.7944155784230428, ""colsample_bytree"": 0.8730036903252061, ""learning_rate"": 0.01130469186523007, ""max_depth"": 4, ""min_child_weight"": 1.6819544033899687, ""n_estimators"": 500, ""reg_alpha"": 0.46560496964613407, ""reg_lambda"": 0.7052693868415802, ""subsample"": 0.6636181190208432}",COMPLETE
24,0.5110719665528679,2026-09-18 19:02:20.633316,2026-09-18 19:02:25.741203,0 days 00:00:05.107887,0.9128430721149576,0.9207147144077583,0.01675363687298058,3,2.702048334231872,350,0.7205749089617745,0.8158937970944475,0.6656252663676508,0.32884145461208597,-0.0020481094649212276,"{""colsample_bylevel"": 0.9128430721149576, ""colsample_bytree"": 0.9207147144077583, ""learning_rate"": 0.01675363687298058, ""max_depth"": 3, ""min_child_weight"": 2.702048334231872, ""n_estimators"": 350, ""reg_alpha"": 0.7205749089617745, ""reg_lambda"": 0.8158937970944475, ""subsample"": 0.6656252663676508}",COMPLETE
25,0.5121799233260343,2026-09-18 19:02:25.840973,2026-09-18 19:02:31.879757,0 days 00:00:06.038784,0.8450453423693585,0.8077591401958908,0.01479901004871538,4,2.452920192230079,400,0.7998373979237132,0.9052272232844748,0.6969433451225451,0.3655992770882776,-0.0017683070413735443,"{""colsample_bylevel"": 0.8450453423693585, ""colsample_bytree"": 0.8077591401958908, ""learning_rate"": 0.01479901004871538, ""max_depth"": 4, ""min_child_weight"": 2.452920192230079, ""n_estimators"": 400, ""reg_alpha"": 0.7998373979237132, ""reg_lambda"": 0.9052272232844748, ""subsample"": 0.6969433451225451}",COMPLETE
26,0.5114388464470149,2026-09-18 19:02:32.016688,2026-09-18 19:02:38.069565,0 days 00:00:06.052877,0.846588789445367,0.9771655151597749,0.016035471470922054,3,1.4907585564132668,400,0.6309127644118558,0.43367307214930534,0.6928314809950955,0.3346637339013491,-0.0019979027687471516,"{""colsample_bylevel"": 0.846588789445367, ""colsample_bytree"": 0.9771655151597749, ""learning_rate"": 0.016035471470922054, ""max_depth"": 3, ""min_child_weight"": 1.4907585564132668, ""n_estimators"": 400, ""reg_alpha"": 0.6309127644118558, ""reg_lambda"": 0.43367307214930534, ""subsample"": 0.6928314809950955}",COMPLETE
27,0.5112771158575635,2026-09-18 19:02:38.201668,2026-09-18 19:02:44.211989,0 days 00:00:06.010321,0.8980053726514376,0.9393117270956649,0.014006746659663316,3,1.5487885769536054,400,0.7241582092700442,0.6524000617233143,0.7710137083252905,0.31791407653176473,-0.00208804769587559,"{""colsample_bylevel"": 0.8980053726514376, ""colsample_bytree"": 0.9393117270956649, ""learning_rate"": 0.014006746659663316, ""max_depth"": 3, ""min_child_weight"": 1.5487885769536054, ""n_estimators"": 400, ""reg_alpha"": 0.7241582092700442, ""reg_lambda"": 0.6524000617233143, ""subsample"": 0.7710137083252905}",COMPLETE
28,0.5107323587687498,2026-09-18 19:02:44.350695,2026-09-18 19:02:50.713993,0 days 00:00:06.363298,0.8720367460251887,0.8840422050407166,0.012993692492505782,3,2.453834130234144,450,0.7817987891012237,1.0438390308820842,0.7646852108171107,0.32165095898698687,-0.0023587333465939224,"{""colsample_bylevel"": 0.8720367460251887, ""colsample_bytree"": 0.8840422050407166, ""learning_rate"": 0.012993692492505782, ""max_depth"": 3, ""min_child_weight"": 2.453834130234144, ""n_estimators"": 450, ""reg_alpha"": 0.7817987891012237, ""reg_lambda"": 1.0438390308820842, ""subsample"": 0.7646852108171107}",COMPLETE
29,0.5121254988893315,2026-09-18 19:02:50.815875,2026-09-18 19:02:57.542945,0 days 00:00:06.727070,0.8288299733255339,0.8606699440234932,0.02258548266194359,4,1.4771083346685434,450,0.686736617274391,0.7483926601696365,0.7370740124498715,0.4313819760024686,-0.001628575891818168,"{""colsample_bylevel"": 0.8288299733255339, ""colsample_bytree"": 0.8606699440234932, ""learning_rate"": 0.02258548266194359, ""max_depth"": 4, ""min_child_weight"": 1.4771083346685434, ""n_estimators"": 450, ""reg_alpha"": 0.686736617274391, ""reg_lambda"": 0.7483926601696365, ""subsample"": 0.7370740124498715}",COMPLETE
30,0.5117715828146683,2026-09-18 19:02:57.653253,2026-09-18 19:03:03.178962,0 days 00:00:05.525709,0.7923146724506142,0.9615550369438391,0.01329571654167758,4,2.0867595400701457,350,0.8523694603200916,0.9219407412223182,0.8722630799970003,0.3396589728353326,-0.0015561043916903418,"{""colsample_bylevel"": 0.7923146724506142, ""colsample_bytree"": 0.9615550369438391, ""learning_rate"": 0.01329571654167758, ""max_depth"": 4, ""min_child_weight"": 2.0867595400701457, ""n_estimators"": 350, ""reg_alpha"": 0.8523694603200916, ""reg_lambda"": 0.9219407412223182, ""subsample"": 0.8722630799970003}",COMPLETE
31,0.5124601263136238,2026-09-18 19:03:03.280091,2026-09-18 19:03:10.201020,0 days 00:00:06.920929,0.9013113704052997,0.8842189345680148,0.014552288066280054,4,1.8374947132466133,450,0.5805916560567442,0.4781098922536706,0.7178556722754833,0.3786033622688974,-0.0016732508236200281,"{""colsample_bylevel"": 0.9013113704052997, ""colsample_bytree"": 0.8842189345680148, ""learning_rate"": 0.014552288066280054, ""max_depth"": 4, ""min_child_weight"": 1.8374947132466133, ""n_estimators"": 450, ""reg_alpha"": 0.5805916560567442, ""reg_lambda"": 0.4781098922536706, ""subsample"": 0.7178556722754833}",COMPLETE
32,0.5127918503770102,2026-09-18 19:03:10.309148,2026-09-18 19:03:16.415060,0 days 00:00:06.105912,0.8583495912146313,0.8867910587377102,0.011986431784287944,4,1.6463402247001122,400,0.5812638257018274,0.9499148247129321,0.7564905596328387,0.34199206192139114,-0.0016669502267650912,"{""colsample_bylevel"": 0.8583495912146313, ""colsample_bytree"": 0.8867910587377102, ""learning_rate"": 0.011986431784287944, ""max_depth"": 4, ""min_child_weight"": 1.6463402247001122, ""n_estimators"": 400, ""reg_alpha"": 0.5812638257018274, ""reg_lambda"": 0.9499148247129321, ""subsample"": 0.7564905596328387}",COMPLETE
33,0.5107807762929941,2026-09-18 19:03:16.514622,2026-09-18 19:03:23.834134,0 days 00:00:07.319512,0.855264814805762,0.9941764593708206,0.01232142406901497,5,1.8999864885186644,350,0.4982950989925406,0.507806580023186,0.7549099977486251,0.3680581484399351,-0.0018143790503699917,"{""colsample_bylevel"": 0.855264814805762, ""colsample_bytree"": 0.9941764593708206, ""learning_rate"": 0.01232142406901497, ""max_depth"": 5, ""min_child_weight"": 1.8999864885186644, ""n_estimators"": 350, ""reg_alpha"": 0.4982950989925406, ""reg_lambda"": 0.507806580023186, ""subsample"": 0.7549099977486251}",COMPLETE
34,0.5120224133894049,2026-09-18 19:03:23.928832,2026-09-18 19:03:31.477343,0 days 00:00:07.548511,0.8698477341532104,0.9973591975266566,0.014610433399582491,4,1.3235375073687141,500,0.40493154258687963,0.34333657732890577,0.7187119765387481,0.3926410809810514,-0.0016024510849534212,"{""colsample_bylevel"": 0.8698477341532104, ""colsample_bytree"": 0.9973591975266566, ""learning_rate"": 0.014610433399582491, ""max_depth"": 4, ""min_child_weight"": 1.3235375073687141, ""n_estimators"": 500, ""reg_alpha"": 0.40493154258687963, ""reg_lambda"": 0.34333657732890577, ""subsample"": 0.7187119765387481}",COMPLETE
35,0.5121656619178745,2026-09-18 19:03:31.572959,2026-09-18 19:03:37.840988,0 days 00:00:06.268029,0.8840546806539212,0.8786034315511032,0.014754018928871127,4,2.1405556108136397,400,0.7112224321588815,0.5070959800150061,0.7014221282732376,0.3663791510991674,-0.0016968634573243974,"{""colsample_bylevel"": 0.8840546806539212, ""colsample_bytree"": 0.8786034315511032, ""learning_rate"": 0.014754018928871127, ""max_depth"": 4, ""min_child_weight"": 2.1405556108136397, ""n_estimators"": 400, ""reg_alpha"": 0.7112224321588815, ""reg_lambda"": 0.5070959800150061, ""subsample"": 0.7014221282732376}",COMPLETE
36,0.5114965715146484,2026-09-18 19:03:37.946346,2026-09-18 19:03:44.506299,0 days 00:00:06.559953,0.8800356068384513,0.852866436343138,0.014852730554220277,4,1.9060474509030407,400,0.5329571237205575,0.5525040235451134,0.7893526889276267,0.3663387502691927,-0.0017800970473996261,"{""colsample_bylevel"": 0.8800356068384513, ""colsample_bytree"": 0.852866436343138, ""learning_rate"": 0.014852730554220277, ""max_depth"": 4, ""min_child_weight"": 1.9060474509030407, ""n_estimators"": 400, ""reg_alpha"": 0.5329571237205575, ""reg_lambda"": 0.5525040235451134, ""subsample"": 0.7893526889276267}",COMPLETE
37,0.5126049406032146,2026-09-18 19:03:44.604278,2026-09-18 19:03:51.326847,0 days 00:00:06.722569,0.7867937091180246,0.9044146501141008,0.012904902632102722,4,1.3554271918052576,450,0.7438633140715796,0.6038395810239827,0.7581297441073669,0.3624862058937523,-0.0017265482126080738,"{""colsample_bylevel"": 0.7867937091180246, ""colsample_bytree"": 0.9044146501141008, ""learning_rate"": 0.012904902632102722, ""max_depth"": 4, ""min_child_weight"": 1.3554271918052576, ""n_estimators"": 450, ""reg_alpha"": 0.7438633140715796, ""reg_lambda"": 0.6038395810239827, ""subsample"": 0.7581297441073669}",COMPLETE
38,0.5101758639327031,2026-09-18 19:03:51.423771,2026-09-18 19:03:55.701984,0 days 00:00:04.278213,0.8199016493946105,0.8521768878154045,0.013329164620760491,3,1.543701445444624,350,0.6408285282901559,1.0778080330494744,0.752927196629363,0.2987001353876878,-0.002177407357003267,"{""colsample_bylevel"": 0.8199016493946105, ""colsample_bytree"": 0.8521768878154045, ""learning_rate"": 0.013329164620760491, ""max_depth"": 3, ""min_child_weight"": 1.543701445444624, ""n_estimators"": 350, ""reg_alpha"": 0.6408285282901559, ""reg_lambda"": 1.0778080330494744, ""subsample"": 0.752927196629363}",COMPLETE
39,0.5127728302448233,2026-09-18 19:03:55.799615,2026-09-18 19:04:02.039551,0 days 00:00:06.239936,0.8771592832782047,0.9332792332703775,0.010148874960012499,4,1.921661176148314,400,0.4757847514868257,0.9156514189403568,0.7550194163815501,0.3268640729113902,-0.0018402334855612712,"{""colsample_bylevel"": 0.8771592832782047, ""colsample_bytree"": 0.9332792332703775, ""learning_rate"": 0.010148874960012499, ""max_depth"": 4, ""min_child_weight"": 1.921661176148314, ""n_estimators"": 400, ""reg_alpha"": 0.4757847514868257, ""reg_lambda"": 0.9156514189403568, ""subsample"": 0.7550194163815501}",COMPLETE
