Date,Open,High,Low,Close,Volume
2021-09-17,7.2349686869438194,7.288924217224121,7.200633392018474,7.288924217224121,22902270.0
2021-09-20,7.230063582737527,7.347784996032715,7.092721933893141,7.347784996032715,23315236.0
2021-09-21,7.337975401093957,7.367405989468287,7.220253983163305,7.22515869140625,33293302.0
2021-09-22,7.249683928232454,7.308544635772705,7.190823220692202,7.308544635772705,19372210.0
2021-09-23,7.27911451589424,7.382120871035511,7.269304164079204,7.308544635772705,29414166.0
2021-09-24,7.264398927823132,7.298734221112891,7.181012814590898,7.2006330490112305,19636256.0
2021-09-27,7.220253554728404,7.269303908730629,7.181013084413301,7.230063438415527,19977292.0
2021-09-28,7.200633245933942,7.234968540162702,7.131962189693121,7.171202659606934,18301696.0
2021-09-29,7.205538075438276,7.26439924908565,7.185917840150253,7.234968662261963,21894576.0
2021-09-30,7.234968551424807,7.440981252684653,7.210443140744673,7.426266193389893,53277822.0
2021-10-01,7.357594771382552,7.465506292342147,7.337974537370196,7.387025356292725,40343858.0
2021-10-04,7.401740673931993,7.548892668066915,7.401740673931993,7.465506553649902,51025642.0
2021-10-05,7.490031741669205,7.504746800310974,7.382120220135249,7.391930103302002,35779774.0
2021-10-06,7.362500313870757,7.387025724554674,7.2055379661636625,7.274209022521973,43895008.0
2021-10-07,7.313449750634116,7.607753753662109,7.313449750634116,7.607753753662109,99431242.0
2021-10-08,7.6420888146631185,7.76962057658081,7.553797522907286,7.73528528213501,143678606.0
2021-10-11,7.764715146411025,7.833386200835543,7.720569501979784,7.759809970855713,65939350.0
2021-10-12,7.70095111777311,8.103166722062666,7.70095111777311,8.014875411987305,169049268.0
2021-10-13,8.039397773248687,8.166929520591944,7.970727192204818,7.9952521324157715,170140262.0
2021-10-14,8.000158548127427,8.196360906938956,8.000158548127427,8.127690315246582,141070152.0
2021-10-15,8.157121028511082,8.181646909875644,7.985444536792705,8.08845043182373,86642802.0
2021-10-18,8.044303780710989,8.07373389912243,7.8677221346757396,7.980538368225098,89867770.0
2021-10-19,7.995254020147656,8.117880621288368,7.995254020147656,8.044304847717285,58942452.0
2021-10-20,8.06392364902614,8.098258939548074,7.9609168418938365,7.9952521324157715,91938432.0
2021-10-21,7.9854441438579515,8.162025803160297,7.951107911637125,8.147311210632324,87305072.0
2021-10-22,8.147309249300228,8.294460752555631,8.108068786061024,8.191454887390137,98214642.0
2021-10-25,8.09335599472346,8.245412724180785,8.09335599472346,8.181647300720215,79233384.0
2021-10-26,8.215981530974972,8.412183887884929,8.215981530974972,8.323892593383789,81357380.0
