Date,THYAO.IS,BIMAS.IS,KCHOL.IS,FROTO.IS,TUPRS.IS,SAHOL.IS,GARAN.IS,AKBNK.IS,ISCTR.IS,YKBNK.IS,EREGL.IS,SISE.IS,ASELS.IS,TCELL.IS,ENKAI.IS,PGSUS.IS,TOASO.IS,MGROS.IS,TTKOM.IS,TAVHL.IS
2022-03-22,27.235531578541963,36.514365673065186,30.94166003807294,22.524272050530612,18.708800296567166,14.584866152092719,9.534284466143498,5.97611881460382,1.298776789240888,3.4169199099403107,15.689716326464508,13.002552867081327,11.973133232718082,19.17571054781626,11.894490258207426,19.375564575195312,58.551459327518934,41.37135019089312,8.517323496717765,34.768166693282495
2022-03-23,27.4504451751709,37.09859775563992,31.145111752157195,23.228393022459496,18.846909571121216,14.408334878417891,9.679476725096524,6.008034101097043,1.3329551995615532,3.4340906068891583,16.02764993177904,13.011768297928565,11.794873996171864,19.317359924316406,11.918060125638792,19.477863311767578,58.903701344679476,41.33384497149984,8.535049731271943,34.86750276526222
2022-03-24,27.274606472599558,37.210958572087065,31.48420048052437,23.466973723081196,18.90214729309082,14.458772871808977,9.69561010070944,5.912288125926814,1.2943189214475235,3.356823675185199,16.07592671292629,13.039413397361521,11.68593692779541,19.211124281967926,12.059472314526927,19.447174072265625,59.60819848169806,41.29633582651335,8.552774962627158,34.80790364357522
2022-03-25,27.33321855044389,37.05365339459968,31.823286056518555,23.135339736938477,18.911357509657737,14.399926554468,9.703674615116277,5.8005852699279785,1.273515224456787,3.348238229751587,16.027650833129883,13.113133441760608,11.656227476148384,19.335064409538237,12.051617093621147,19.467634201049805,59.99958100725813,40.78997767141113,8.51732375990096,34.96684406270598
2022-03-28,27.80212327639694,37.255895203509745,31.823286056518555,22.835292191655423,18.718005048153532,14.299053952560143,9.760139465332031,5.760690689086914,1.2645991270174335,3.3224825859069824,15.776613756649796,13.085489273071289,11.66613041028869,19.211122512817383,12.177319128749833,19.69269371032715,59.33422758165781,40.6024360568385,8.437557220458984,35.62246999105649
2022-03-29,28.583631564681415,37.30082893371582,31.670697468146344,23.103755912722466,18.7548366111434,14.450368157020458,9.735940748880392,5.776648930722588,1.2751064555546288,3.3396529806256154,15.689717813286993,13.159209684672437,11.705743813719254,19.051770267108623,12.161606147276641,19.999591827392578,59.37336837559645,41.877711970188216,8.464146353106685,36.814522731253255
2022-03-30,30.459250123330506,37.6828284081915,32.72186014523832,23.419597003484906,18.96659954355065,14.744586310741317,9.776271691891976,5.900110697480398,1.3089862863443988,3.4340905708227036,15.68971844036647,13.896420459093662,11.943423903065474,19.423596486173444,12.130181326381896,20.78730010986328,61.33029739607356,42.10275790517372,8.5705020265373,38.38405407570089
2022-03-31,31.26029397766167,37.8176583647745,33.28135726727284,23.538033870097422,18.966599475386538,14.752991676330566,9.784337870626272,5.933072242468801,1.3490259622717347,3.459846444550128,15.52557898011994,13.960926047448407,11.88400317564864,19.618363647562738,12.177318931055801,21.564777374267578,60.50839341466776,42.2340358544963,8.756624767985967,38.92047901017437
2022-04-01,31.611973001945987,37.75023651123047,33.027040254031434,23.48276440832219,19.472989151591783,14.840805379735249,9.881132173823655,5.957793486648896,1.3551859814595537,3.494187340179232,15.737994518578434,13.850345370592146,11.94342501144397,19.600658543090784,12.358014539607256,21.707996368408203,60.11699820913705,42.496593694091956,9.252950782203605,39.87412160476078
2022-04-04,31.983192195088183,36.626726599643725,33.50176329536086,23.93283721531618,21.2131274705707,14.99009362801268,9.994060369739747,6.031956523454655,1.372125351511729,3.5285281772278543,15.950409867278296,14.32031679221009,12.428686444946443,19.671481355901175,12.460146712047,21.687538146972656,60.50839420637083,43.13422464373827,9.350443879266297,39.95359017760053
2022-04-05,32.82330597797324,36.62672073342736,33.60348536136887,24.45397536471016,21.94048772806828,15.13059615310005,10.058590228123041,6.295648938319503,1.4029251756111627,3.5800394866809366,16.5490308722444,14.854794240038675,12.61685056339956,19.88395381831732,12.538710098880225,21.93305778503418,62.89584085033819,43.05920878886313,9.687237224387598,40.72842245766247
2022-04-06,33.468049954610315,36.04249407118106,33.65435392089304,24.65927098420236,22.07859329030958,15.077908515930176,10.01019287109375,6.279168328981903,1.3952255811983365,3.5456983919506944,16.211100599265656,14.965376766610955,12.646561622619629,19.56524522422775,12.41300849923496,21.89213752746582,63.4437901051915,43.17173449967084,9.758140838712531,41.066172606803
2022-04-07,33.5852812293063,36.46942937621001,33.844945675928244,24.611898864605195,21.894454254797722,15.104254365150386,10.034390437946223,6.3862932268602615,1.4167849049890318,3.588624211053451,16.27868665351094,15.075958007990446,12.814917517659884,19.58295440673828,12.460148672723777,21.95351791381836,62.77843391284065,43.227997944989134,9.802456331122364,42.039678467243924
2022-04-08,34.15186878036919,36.94130635798153,34.59088593526025,24.130240006385108,22.09700642083806,15.464297996064156,10.252179671315327,6.691187104559664,1.4937842351145683,3.820425502749698,16.32696283452397,15.389275292084578,13.102114495523411,19.52983487179615,12.664411765369431,22.26041603088379,62.62188218302539,42.38406798543893,9.758141522480566,42.27809041117352
2022-04-11,34.32770872340238,37.27836381510516,35.44091255728742,23.980215160841052,22.152253354741067,16.597116170585124,10.889412634879125,7.10320578575018,1.567703597549351,4.052226961920855,16.307652088507933,15.435347307960678,13.696314563487686,19.63607069015507,12.735117980287365,22.23995590209961,62.85671002144977,42.85291855259032,9.899948945143715,42.35756202402896
