Date,THYAO.IS,BIMAS.IS,KCHOL.IS,FROTO.IS,TUPRS.IS,SAHOL.IS,GARAN.IS,AKBNK.IS,ISCTR.IS,YKBNK.IS,EREGL.IS,SISE.IS,ASELS.IS,TCELL.IS,ENKAI.IS,PGSUS.IS,TOASO.IS,MGROS.IS,TTKOM.IS,TAVHL.IS
2022-03-22,27.977963818731503,37.75023651123047,31.77242202912345,23.61452293395996,19.17836142550792,14.752990444613152,9.6391455578281,6.079843267681479,1.3448439765693423,3.5285279444124056,16.529720410855774,13.223716735839844,12.141490018272295,19.494420961009705,12.10661116357885,19.641542434692383,60.54752813990322,41.76518630981445,8.588227269273446,35.4237948279215
2022-03-23,28.075650439199027,37.90752935670092,31.806329717261033,24.439781321759817,19.288850088773128,14.719367328056725,9.832734768104713,6.111758169369483,1.358217794769093,3.5371132268457126,16.404202555107307,13.306652286470165,12.141491162497397,19.76001254105541,12.318733871360777,20.05074119567871,61.05632830411959,42.384068662419836,8.916158136829889,36.25823094751399
2022-03-24,27.841199224390135,37.84012660304342,33.01009002752852,24.311849229877126,19.36250106151616,14.837053741399455,9.784338365413092,6.087821863206095,1.3478159908534377,3.47701693767995,16.413859482350595,13.408019260313377,11.992939821701917,19.476715177130874,12.389438495419313,19.86660385131836,61.25202150662778,42.234036438866276,8.925020172868466,35.582735882230814
2022-03-25,27.74350997518878,38.06482044400764,32.857498243324244,24.003902303447852,19.224398268034133,14.65211538443845,9.800469284207175,5.960161054062149,1.3136375870096944,3.4169199724130794,16.269031111214414,13.343511759813945,11.923617069666781,19.9370721754366,12.216600191505474,19.65177345275879,61.17374108187341,41.40885994817147,8.632542605174082,35.48340015716783
2022-03-28,28.564093618751027,38.01988684385038,31.823286056518555,23.553829963273586,19.27963785032546,14.517616989034819,9.808536418801545,5.840478955455064,1.2854029293150022,3.3739941009139702,16.056613897354964,13.28822245426471,11.913713828682923,19.671479909466505,12.515141116060704,20.05074119567871,60.70408106566097,42.23403670657412,8.605953465654531,36.993330163947014
2022-03-29,31.06491643332514,37.84011665525031,32.82359273536442,23.680165041509127,19.36250351494921,14.786618393835653,9.800470536519997,5.872394785285716,1.3120661486902407,3.4426757983402467,16.182133793340395,13.970141494546802,11.953327234107263,19.547540757252307,12.884389538958674,21.626157760620117,60.8997802734375,42.459085386668406,8.641405790007626,39.89398738487928
2022-03-30,31.514283137793655,38.64905548095703,33.95952886458581,23.94073424314345,19.178361246679156,15.131273645396176,9.856934308044782,6.0319570165895575,1.3813649569325037,3.554283626176359,15.921443291726247,14.292671458330584,12.23062061581597,19.883953905079526,12.522997684040524,21.91259765625,62.54359860833239,42.890426543544095,8.889569013379305,39.31783008792035
2022-03-31,32.11995310547225,38.559181750105104,34.637705970258175,24.03548394541312,19.8228572704648,15.148087083642947,9.921463853214844,6.064918562987833,1.4060049970314554,3.5628690638511222,15.873167160183588,14.255810899020236,12.19100700658008,20.27348931132057,12.632987022399902,22.465015411376953,62.30876886581889,42.946686736124605,9.34158134124233,40.74829133175963
2022-04-01,32.452094002048625,38.222115839103935,34.34947940605289,23.869669225869437,21.17630118355289,15.148159679230615,10.115052823086804,6.081399238906047,1.381365139519356,3.5800395234835927,16.14351348838844,14.228165702557328,12.309848372444002,20.291197275872463,12.617274057441401,22.505935668945312,61.2520172257637,45.17841815837689,9.439073396699293,41.12577778727852
2022-04-04,32.70608445799426,37.88506949847687,33.8917121887207,24.477663040161133,22.3271859258202,15.358918500887615,10.19571614239527,6.3780520513754855,1.4229446805469947,3.614380359649658,16.655239866004045,15.0667429594693,12.616849406967654,20.22037133459225,12.727262797839737,22.15811538696289,63.678623312135166,45.00962571520515,9.775866504916666,41.12577434397417
2022-04-05,34.44493351932455,37.368243986164735,34.24775178550254,25.49625135362159,22.769124809353126,15.481857490892873,10.211848277976019,6.501658396707606,1.462984222478015,3.69164752851703,16.91592991726554,15.499852455095114,12.99317746639094,20.450550289906257,13.002233965864107,22.690074920654297,65.36157822945977,44.503268536269154,9.95312594308824,42.178750738155216
2022-04-06,34.26909840073273,36.87390101076789,34.400345528650405,25.40939351356201,22.8243671896671,15.455515110831364,10.131186801553426,6.4192548264912315,1.4306444599361303,3.631550569002975,16.80972266645841,15.370843137453699,13.012984973077721,20.238077377706357,12.750831277214768,22.424095153808594,66.18349716265293,44.12818949698742,10.050619100778391,42.95358891853342
2022-04-07,34.816153732576595,37.008717153569194,34.330676476418496,25.180411865551356,22.364016643371365,15.358918236713144,10.179582833606064,6.6252641677856445,1.4907043018867734,3.7774994065367964,16.51041150105028,15.472209004469708,13.19124443274294,19.990194043112616,12.750833705377781,22.26041603088379,64.4222630824502,43.97816131639977,9.97085258057779,42.99331866410373
2022-04-08,35.01152787052644,37.45812582582638,35.822555779159465,24.80929830141381,22.575776032421093,16.45661163330078,10.744219487281178,7.004321575164795,1.563083823909129,4.009300708770752,16.520067805124466,15.711803592922273,13.973608271367462,19.77772096910176,12.939383614317542,22.730995178222656,64.38312261942298,44.05317391469314,9.970852847026272,43.11252653078318
2022-04-11,36.105637593230746,37.81765506128623,37.48791632667613,24.390807086349632,22.7230911007735,18.08997917175293,11.195929527282715,7.539945602416992,1.647782802581787,4.318369359042987,16.77110365302418,15.886888600380384,14.181577834514005,20.114134646481368,13.080796497036145,24.34733009338379,63.87431191668298,43.64058720734018,10.484905502758206,43.74829026781376
2022-04-12,36.63315771795478,38.24458416075504,37.05423158867176,24.50924747188729,23.422828180203286,19.2491418388268,11.252391290502208,7.622350295372104,1.6755021611720977,4.507243621543356,16.94489452321082,16.006687206362265,14.003318192252614,20.167254887205356,12.915813404387896,25.28848648071289,65.12674993376133,45.00962915260004,10.493768416812514,44.12576914477456
2022-04-13,36.67223194247236,38.6265887199459,36.95014218399064,24.446077807565253,24.30671077308242,19.688217732204404,11.195927752060388,7.638831785094664,1.6708821242998944,4.559945437727896,17.089725042299055,16.587238783340144,14.191481253102841,20.344312233340055,12.944114725477212,25.67722511291504,65.71382912589786,45.90982096652594,11.025546323644097,43.94696479084034
2022-04-14,37.25836361136003,38.783880482712206,35.89194716304324,24.169720506117752,24.06732460694722,19.38964527415807,11.107200567968995,7.638830738985354,1.655482635792529,4.533587558193387,17.340759699591814,16.20941847349675,13.983510447562937,20.539079696173935,12.709061176312282,25.574926376342773,65.67469273190555,44.93461051580968,10.998958156318304,43.58934911426655
2022-04-15,37.082522918938025,38.28953438910589,35.631737531018146,24.351327585873594,24.20542897925464,19.372081345712974,11.212060928344727,7.787157037478489,1.6770420248362718,4.603875443081963,17.070412981148312,16.135697411987557,13.805251035866611,20.94631795208015,12.82253457194057,25.554466247558594,66.92713642269241,44.503269962864394,11.832078667498678,42.735043924858836
2022-04-18,37.18020978982375,38.31200638626284,35.83990478515625,24.83298420423111,24.140981484482744,19.038382718618045,11.679901967100589,7.9190033698416435,1.7063019746428405,4.647805436206829,17.10903362875015,16.67017553013522,14.072640730817694,20.71614147011312,12.725269822172345,25.554466247558594,68.84492165927105,44.85959737583881,11.991612153306898,43.43040877151058
2022-04-19,37.86402893066406,39.05353046891712,36.53380226945517,24.761923441676906,23.735872162275097,18.529054486101835,11.728299841015055,7.951964829163685,1.7170815840005347,4.726879868976907,17.321449279785156,16.75311190570192,14.201385290843765,20.804672284457332,12.854954992443712,26.188724517822266,68.4926795784159,45.14090702307462,11.770036798560875,43.907228241961484
2022-04-20,38.665077309131185,39.188347207454065,36.62054434588519,24.785607264648085,23.84635592767748,18.40611197749398,11.526644600799292,7.844839548152345,1.6878225817883377,4.691735867136539,17.543519289024673,17.001923732718442,13.953801401692797,20.98173276507475,12.830638520142786,26.04550552368164,68.02301655287619,45.065890131316586,11.388929926800802,43.96682907442609
2022-04-21,39.3098236552748,40.491626682879264,36.13480800895879,25.006697008484043,23.827940549476153,18.406111317464624,11.720233146545382,7.9025233679227505,1.7016820769059802,4.718093974166364,17.707657009768635,16.92820077576461,14.132061613688869,21.229618332792132,13.252114001374512,26.495624542236328,68.10128619063569,45.45972836439127,11.55732576155406,43.907230355218516
