Log Id,Group,Column,Timestamp,Cash,Position,Debt,Free Cash,Val Price,Value,Request Size,Request Price,Request Size Type,Request Direction,Request Fees,Request Fixed Fees,Request Slippage,Request Min Size,Request Max Size,Request Size Granularity,Request Rejection Prob,Request Lock Cash,Request Allow Partial,Request Raise Rejection,Request Log,New Cash,New Position,New Debt,New Free Cash,New Val Price,New Value,Result Size,Result Price,Result Fees,Result Side,Result Status,Result Status Info,Order Id
0,0,THYAO.IS,2022-03-22,1000000.0,0.0,0.0,1000000.0,27.274607842200847,1000000.0,0.0,27.274607842200847,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,27.274607842200847,1000000.0,,,,,Rejected,NoOpenPosition,-1
1,0,BIMAS.IS,2022-03-22,1000000.0,0.0,0.0,1000000.0,36.55930574507511,1000000.0,0.0,36.55930574507511,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,36.55930574507511,1000000.0,,,,,Rejected,NoOpenPosition,-1
2,0,KCHOL.IS,2022-03-22,1000000.0,0.0,0.0,1000000.0,31.00947892735835,1000000.0,0.0,31.00947892735835,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,31.00947892735835,1000000.0,,,,,Rejected,NoOpenPosition,-1
3,0,FROTO.IS,2022-03-22,1000000.0,0.0,0.0,1000000.0,22.751406989371063,1000000.0,0.0,22.751406989371063,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,22.751406989371063,1000000.0,,,,,Rejected,NoOpenPosition,-1
4,0,TUPRS.IS,2022-03-22,1000000.0,0.0,0.0,1000000.0,18.80087204620009,1000000.0,0.0,18.80087204620009,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,18.80087204620009,1000000.0,,,,,Rejected,NoOpenPosition,-1
5,0,SAHOL.IS,2022-03-22,1000000.0,0.0,0.0,1000000.0,14.668929100036621,1000000.0,0.0,14.668929100036621,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,14.668929100036621,1000000.0,,,,,Rejected,NoOpenPosition,-1
6,0,GARAN.IS,2022-03-22,1000000.0,0.0,0.0,1000000.0,9.542350881485937,1000000.0,0.0,9.542350881485937,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,9.542350881485937,1000000.0,,,,,Rejected,NoOpenPosition,-1
7,0,AKBNK.IS,2022-03-22,1000000.0,0.0,0.0,1000000.0,5.9920767739622525,1000000.0,0.0,5.9920767739622525,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,5.9920767739622525,1000000.0,,,,,Rejected,NoOpenPosition,-1
8,0,ISCTR.IS,2022-03-22,1000000.0,0.0,0.0,1000000.0,1.3032355835102662,1000000.0,0.0,1.3032355835102662,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,1.3032355835102662,1000000.0,,,,,Rejected,NoOpenPosition,-1
9,0,YKBNK.IS,2022-03-22,1000000.0,0.0,0.0,1000000.0,3.4340903452917506,1000000.0,0.0,3.4340903452917506,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,3.4340903452917506,1000000.0,,,,,Rejected,NoOpenPosition,-1
10,0,EREGL.IS,2022-03-22,1000000.0,0.0,0.0,1000000.0,15.8345441088533,1000000.0,0.0,15.8345441088533,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,15.8345441088533,1000000.0,,,,,Rejected,NoOpenPosition,-1
11,0,SISE.IS,2022-03-22,1000000.0,0.0,0.0,1000000.0,13.01176821136785,1000000.0,0.0,13.01176821136785,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,13.01176821136785,1000000.0,,,,,Rejected,NoOpenPosition,-1
12,0,ASELS.IS,2022-03-22,1000000.0,0.0,0.0,1000000.0,12.082069587418458,1000000.0,0.0,12.082069587418458,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,12.082069587418458,1000000.0,,,,,Rejected,NoOpenPosition,-1
13,0,TCELL.IS,2022-03-22,1000000.0,0.0,0.0,1000000.0,19.45900794239458,1000000.0,0.0,19.45900794239458,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,19.45900794239458,1000000.0,,,,,Rejected,NoOpenPosition,-1
14,0,ENKAI.IS,2022-03-22,1000000.0,0.0,0.0,1000000.0,11.965197761834872,1000000.0,0.0,11.965197761834872,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,11.965197761834872,1000000.0,,,,,Rejected,NoOpenPosition,-1
15,0,PGSUS.IS,2022-03-22,1000000.0,0.0,0.0,1000000.0,19.43694305419922,1000000.0,0.0,19.43694305419922,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,19.43694305419922,1000000.0,,,,,Rejected,NoOpenPosition,-1
16,0,TOASO.IS,2022-03-22,1000000.0,0.0,0.0,1000000.0,59.25595068948529,1000000.0,0.0,59.25595068948529,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,59.25595068948529,1000000.0,,,,,Rejected,NoOpenPosition,-1
17,0,MGROS.IS,2022-03-22,1000000.0,0.0,0.0,1000000.0,41.54013658799598,1000000.0,0.0,41.54013658799598,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,41.54013658799598,1000000.0,,,,,Rejected,NoOpenPosition,-1
18,0,TTKOM.IS,2022-03-22,1000000.0,0.0,0.0,1000000.0,8.543913045355875,1000000.0,0.0,8.543913045355875,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,8.543913045355875,1000000.0,,,,,Rejected,NoOpenPosition,-1
19,0,TAVHL.IS,2022-03-22,1000000.0,0.0,0.0,1000000.0,34.86750279663438,1000000.0,0.0,34.86750279663438,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,34.86750279663438,1000000.0,,,,,Rejected,NoOpenPosition,-1
20,0,THYAO.IS,2022-03-23,1000000.0,0.0,0.0,1000000.0,27.97796165087997,1000000.0,0.0,27.97796165087997,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,27.97796165087997,1000000.0,,,,,Rejected,NoOpenPosition,-1
21,0,BIMAS.IS,2022-03-23,1000000.0,0.0,0.0,1000000.0,37.682825562732674,1000000.0,0.0,37.682825562732674,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,37.682825562732674,1000000.0,,,,,Rejected,NoOpenPosition,-1
22,0,KCHOL.IS,2022-03-23,1000000.0,0.0,0.0,1000000.0,31.619831015808174,1000000.0,0.0,31.619831015808174,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,31.619831015808174,1000000.0,,,,,Rejected,NoOpenPosition,-1
23,0,FROTO.IS,2022-03-23,1000000.0,0.0,0.0,1000000.0,23.902227944456396,1000000.0,0.0,23.902227944456396,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,23.902227944456396,1000000.0,,,,,Rejected,NoOpenPosition,-1
24,0,TUPRS.IS,2022-03-23,1000000.0,0.0,0.0,1000000.0,19.095500497660964,1000000.0,0.0,19.095500497660964,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,19.095500497660964,1000000.0,,,,,Rejected,NoOpenPosition,-1
25,0,SAHOL.IS,2022-03-23,1000000.0,0.0,0.0,1000000.0,14.710960872297028,1000000.0,0.0,14.710960872297028,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,14.710960872297028,1000000.0,,,,,Rejected,NoOpenPosition,-1
26,0,GARAN.IS,2022-03-23,1000000.0,0.0,0.0,1000000.0,9.679476725096524,1000000.0,0.0,9.679476725096524,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,9.679476725096524,1000000.0,,,,,Rejected,NoOpenPosition,-1
27,0,AKBNK.IS,2022-03-23,1000000.0,0.0,0.0,1000000.0,6.087821992252257,1000000.0,0.0,6.087821992252257,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,6.087821992252257,1000000.0,,,,,Rejected,NoOpenPosition,-1
28,0,ISCTR.IS,2022-03-23,1000000.0,0.0,0.0,1000000.0,1.3448438733108778,1000000.0,0.0,1.3448438733108778,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,1.3448438733108778,1000000.0,,,,,Rejected,NoOpenPosition,-1
29,0,YKBNK.IS,2022-03-23,1000000.0,0.0,0.0,1000000.0,3.5285282132037508,1000000.0,0.0,3.5285282132037508,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,3.5285282132037508,1000000.0,,,,,Rejected,NoOpenPosition,-1
30,0,EREGL.IS,2022-03-23,1000000.0,0.0,0.0,1000000.0,16.404202555107307,1000000.0,0.0,16.404202555107307,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,16.404202555107307,1000000.0,,,,,Rejected,NoOpenPosition,-1
31,0,SISE.IS,2022-03-23,1000000.0,0.0,0.0,1000000.0,13.306652286470165,1000000.0,0.0,13.306652286470165,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,13.306652286470165,1000000.0,,,,,Rejected,NoOpenPosition,-1
32,0,ASELS.IS,2022-03-23,1000000.0,0.0,0.0,1000000.0,12.101877853013548,1000000.0,0.0,12.101877853013548,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,12.101877853013548,1000000.0,,,,,Rejected,NoOpenPosition,-1
33,0,TCELL.IS,2022-03-23,1000000.0,0.0,0.0,1000000.0,19.38818427545122,1000000.0,0.0,19.38818427545122,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,19.38818427545122,1000000.0,,,,,Rejected,NoOpenPosition,-1
34,0,ENKAI.IS,2022-03-23,1000000.0,0.0,0.0,1000000.0,12.012336537207355,1000000.0,0.0,12.012336537207355,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,12.012336537207355,1000000.0,,,,,Rejected,NoOpenPosition,-1
35,0,PGSUS.IS,2022-03-23,1000000.0,0.0,0.0,1000000.0,19.74384307861328,1000000.0,0.0,19.74384307861328,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,19.74384307861328,1000000.0,,,,,Rejected,NoOpenPosition,-1
36,0,TOASO.IS,2022-03-23,1000000.0,0.0,0.0,1000000.0,60.43010716344751,1000000.0,0.0,60.43010716344751,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,60.43010716344751,1000000.0,,,,,Rejected,NoOpenPosition,-1
37,0,MGROS.IS,2022-03-23,1000000.0,0.0,0.0,1000000.0,42.196527823351694,1000000.0,0.0,42.196527823351694,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,42.196527823351694,1000000.0,,,,,Rejected,NoOpenPosition,-1
38,0,TTKOM.IS,2022-03-23,1000000.0,0.0,0.0,1000000.0,8.561638434261681,1000000.0,0.0,8.561638434261681,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,8.561638434261681,1000000.0,,,,,Rejected,NoOpenPosition,-1
39,0,TAVHL.IS,2022-03-23,1000000.0,0.0,0.0,1000000.0,35.76154285234256,1000000.0,0.0,35.76154285234256,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,35.76154285234256,1000000.0,,,,,Rejected,NoOpenPosition,-1
40,0,THYAO.IS,2022-03-24,1000000.0,0.0,0.0,1000000.0,27.567670982289656,1000000.0,0.0,27.567670982289656,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,27.567670982289656,1000000.0,,,,,Rejected,NoOpenPosition,-1
41,0,BIMAS.IS,2022-03-24,1000000.0,0.0,0.0,1000000.0,37.7951865192192,1000000.0,0.0,37.7951865192192,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,37.7951865192192,1000000.0,,,,,Rejected,NoOpenPosition,-1
42,0,KCHOL.IS,2022-03-24,1000000.0,0.0,0.0,1000000.0,31.48420048052437,1000000.0,0.0,31.48420048052437,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,31.48420048052437,1000000.0,,,,,Rejected,NoOpenPosition,-1
43,0,FROTO.IS,2022-03-24,1000000.0,0.0,0.0,1000000.0,24.161824410122232,1000000.0,0.0,24.161824410122232,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,24.161824410122232,1000000.0,,,,,Rejected,NoOpenPosition,-1
44,0,TUPRS.IS,2022-03-24,1000000.0,0.0,0.0,1000000.0,18.98501050428152,1000000.0,0.0,18.98501050428152,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,18.98501050428152,1000000.0,,,,,Rejected,NoOpenPosition,-1
45,0,SAHOL.IS,2022-03-24,1000000.0,0.0,0.0,1000000.0,14.500803545085448,1000000.0,0.0,14.500803545085448,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,14.500803545085448,1000000.0,,,,,Rejected,NoOpenPosition,-1
46,0,GARAN.IS,2022-03-24,1000000.0,0.0,0.0,1000000.0,9.776271949733923,1000000.0,0.0,9.776271949733923,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,9.776271949733923,1000000.0,,,,,Rejected,NoOpenPosition,-1
47,0,AKBNK.IS,2022-03-24,1000000.0,0.0,0.0,1000000.0,6.063885306137587,1000000.0,0.0,6.063885306137587,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,6.063885306137587,1000000.0,,,,,Rejected,NoOpenPosition,-1
48,0,ISCTR.IS,2022-03-24,1000000.0,0.0,0.0,1000000.0,1.3418720469868701,1000000.0,0.0,1.3418720469868701,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,1.3418720469868701,1000000.0,,,,,Rejected,NoOpenPosition,-1
49,0,YKBNK.IS,2022-03-24,1000000.0,0.0,0.0,1000000.0,3.4598465008503787,1000000.0,0.0,3.4598465008503787,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,3.4598465008503787,1000000.0,,,,,Rejected,NoOpenPosition,-1
50,0,EREGL.IS,2022-03-24,1000000.0,0.0,0.0,1000000.0,16.1821346282959,1000000.0,0.0,16.1821346282959,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,16.1821346282959,1000000.0,,,,,Rejected,NoOpenPosition,-1
51,0,SISE.IS,2022-03-24,1000000.0,0.0,0.0,1000000.0,13.057844085979735,1000000.0,0.0,13.057844085979735,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,13.057844085979735,1000000.0,,,,,Rejected,NoOpenPosition,-1
52,0,ASELS.IS,2022-03-24,1000000.0,0.0,0.0,1000000.0,11.854293719081845,1000000.0,0.0,11.854293719081845,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,11.854293719081845,1000000.0,,,,,Rejected,NoOpenPosition,-1
53,0,TCELL.IS,2022-03-24,1000000.0,0.0,0.0,1000000.0,19.33506647456587,1000000.0,0.0,19.33506647456587,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,19.33506647456587,1000000.0,,,,,Rejected,NoOpenPosition,-1
54,0,ENKAI.IS,2022-03-24,1000000.0,0.0,0.0,1000000.0,12.098754346766425,1000000.0,0.0,12.098754346766425,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,12.098754346766425,1000000.0,,,,,Rejected,NoOpenPosition,-1
55,0,PGSUS.IS,2022-03-24,1000000.0,0.0,0.0,1000000.0,19.74384307861328,1000000.0,0.0,19.74384307861328,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,19.74384307861328,1000000.0,,,,,Rejected,NoOpenPosition,-1
56,0,TOASO.IS,2022-03-24,1000000.0,0.0,0.0,1000000.0,59.92130905122929,1000000.0,0.0,59.92130905122929,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,59.92130905122929,1000000.0,,,,,Rejected,NoOpenPosition,-1
57,0,MGROS.IS,2022-03-24,1000000.0,0.0,0.0,1000000.0,41.840200321615185,1000000.0,0.0,41.840200321615185,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,41.840200321615185,1000000.0,,,,,Rejected,NoOpenPosition,-1
58,0,TTKOM.IS,2022-03-24,1000000.0,0.0,0.0,1000000.0,8.854116403797702,1000000.0,0.0,8.854116403797702,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,8.854116403797702,1000000.0,,,,,Rejected,NoOpenPosition,-1
59,0,TAVHL.IS,2022-03-24,1000000.0,0.0,0.0,1000000.0,35.364191901305574,1000000.0,0.0,35.364191901305574,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,35.364191901305574,1000000.0,,,,,Rejected,NoOpenPosition,-1
60,0,THYAO.IS,2022-03-25,1000000.0,0.0,0.0,1000000.0,27.645821185819294,1000000.0,0.0,27.645821185819294,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,27.645821185819294,1000000.0,,,,,Rejected,NoOpenPosition,-1
61,0,BIMAS.IS,2022-03-25,1000000.0,0.0,0.0,1000000.0,37.12106521696842,1000000.0,0.0,37.12106521696842,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,37.12106521696842,1000000.0,,,,,Rejected,NoOpenPosition,-1
62,0,KCHOL.IS,2022-03-25,1000000.0,0.0,0.0,1000000.0,32.23018968909856,1000000.0,0.0,32.23018968909856,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,32.23018968909856,1000000.0,,,,,Rejected,NoOpenPosition,-1
63,0,FROTO.IS,2022-03-25,1000000.0,0.0,0.0,1000000.0,23.56962177321637,1000000.0,0.0,23.56962177321637,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,23.56962177321637,1000000.0,,,,,Rejected,NoOpenPosition,-1
64,0,TUPRS.IS,2022-03-25,1000000.0,0.0,0.0,1000000.0,18.966600068740558,1000000.0,0.0,18.966600068740558,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,18.966600068740558,1000000.0,,,,,Rejected,NoOpenPosition,-1
65,0,SAHOL.IS,2022-03-25,1000000.0,0.0,0.0,1000000.0,14.551239531776812,1000000.0,0.0,14.551239531776812,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,14.551239531776812,1000000.0,,,,,Rejected,NoOpenPosition,-1
66,0,GARAN.IS,2022-03-25,1000000.0,0.0,0.0,1000000.0,9.711741029854432,1000000.0,0.0,9.711741029854432,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,9.711741029854432,1000000.0,,,,,Rejected,NoOpenPosition,-1
67,0,AKBNK.IS,2022-03-25,1000000.0,0.0,0.0,1000000.0,5.928245897235315,1000000.0,0.0,5.928245897235315,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,5.928245897235315,1000000.0,,,,,Rejected,NoOpenPosition,-1
68,0,ISCTR.IS,2022-03-25,1000000.0,0.0,0.0,1000000.0,1.3002629740940574,1000000.0,0.0,1.3002629740940574,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,1.3002629740940574,1000000.0,,,,,Rejected,NoOpenPosition,-1
69,0,YKBNK.IS,2022-03-25,1000000.0,0.0,0.0,1000000.0,3.3739938832496468,1000000.0,0.0,3.3739938832496468,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,3.3739938832496468,1000000.0,,,,,Rejected,NoOpenPosition,-1
70,0,EREGL.IS,2022-03-25,1000000.0,0.0,0.0,1000000.0,16.25937567910079,1000000.0,0.0,16.25937567910079,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,16.25937567910079,1000000.0,,,,,Rejected,NoOpenPosition,-1
71,0,SISE.IS,2022-03-25,1000000.0,0.0,0.0,1000000.0,13.232930272607168,1000000.0,0.0,13.232930272607168,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,13.232930272607168,1000000.0,,,,,Rejected,NoOpenPosition,-1
72,0,ASELS.IS,2022-03-25,1000000.0,0.0,0.0,1000000.0,11.775067400429423,1000000.0,0.0,11.775067400429423,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,11.775067400429423,1000000.0,,,,,Rejected,NoOpenPosition,-1
73,0,TCELL.IS,2022-03-25,1000000.0,0.0,0.0,1000000.0,19.40588875325654,1000000.0,0.0,19.40588875325654,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,19.40588875325654,1000000.0,,,,,Rejected,NoOpenPosition,-1
74,0,ENKAI.IS,2022-03-25,1000000.0,0.0,0.0,1000000.0,12.208742821396864,1000000.0,0.0,12.208742821396864,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,12.208742821396864,1000000.0,,,,,Rejected,NoOpenPosition,-1
75,0,PGSUS.IS,2022-03-25,1000000.0,0.0,0.0,1000000.0,19.498323440551758,1000000.0,0.0,19.498323440551758,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,19.498323440551758,1000000.0,,,,,Rejected,NoOpenPosition,-1
76,0,TOASO.IS,2022-03-25,1000000.0,0.0,0.0,1000000.0,61.05632387999449,1000000.0,0.0,61.05632387999449,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,61.05632387999449,1000000.0,,,,,Rejected,NoOpenPosition,-1
77,0,MGROS.IS,2022-03-25,1000000.0,0.0,0.0,1000000.0,41.052532704871865,1000000.0,0.0,41.052532704871865,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,41.052532704871865,1000000.0,,,,,Rejected,NoOpenPosition,-1
78,0,TTKOM.IS,2022-03-25,1000000.0,0.0,0.0,1000000.0,8.60595390095403,1000000.0,0.0,8.60595390095403,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,8.60595390095403,1000000.0,,,,,Rejected,NoOpenPosition,-1
79,0,TAVHL.IS,2022-03-25,1000000.0,0.0,0.0,1000000.0,35.10591612863232,1000000.0,0.0,35.10591612863232,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,35.10591612863232,1000000.0,,,,,Rejected,NoOpenPosition,-1
80,0,THYAO.IS,2022-03-28,1000000.0,0.0,0.0,1000000.0,27.80212327639694,1000000.0,0.0,27.80212327639694,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,27.80212327639694,1000000.0,,,,,Rejected,NoOpenPosition,-1
81,0,BIMAS.IS,2022-03-28,1000000.0,0.0,0.0,1000000.0,37.750242937183586,1000000.0,0.0,37.750242937183586,TargetPercent,LongOnly,0.0004,0.0,0.0,1e-08,inf,,0.0,False,True,False,True,1000000.0,0.0,0.0,1000000.0,37.750242937183586,1000000.0,,,,,Rejected,NoOpenPosition,-1
