ticker,start,end,model_trained_at,strictly_post_training_dates,evaluation_type,feature_count,sharpe_252_sessions,max_drawdown,cagr_252_sessions,closed_trade_win_rate,closed_trades,final_equity_try,signal_coverage,long_target_coverage,probability_std,execution,payoff_ratio_assumption,commission
THYAO.IS,2022-03-22,2026-09-18,2026-09-18T19:04:12.332558,False,fixed_model_historical_replay,18,0.9402852901403459,0.012072209101280817,0.01279238928824622,0.6451612903225806,31,1058174.1478140058,0.2925958965209634,0.036574487065120426,0.0437506725958483,next_open_long_only,1.5,0.0004
BIMAS.IS,2022-03-22,2026-09-18,2026-09-18T19:04:12.332558,False,fixed_model_historical_replay,18,0.5177991713160358,0.011047334599919467,0.004913746931651364,0.6296296296296297,27,1022044.3092424923,0.22033898305084745,0.032114183764495985,0.034745703973314446,next_open_long_only,1.5,0.0004
KCHOL.IS,2022-03-22,2026-09-18,2026-09-18T19:04:12.332558,False,fixed_model_historical_replay,18,1.0036764360048895,0.009542841282744408,0.01298281550516367,0.5833333333333334,36,1059059.4862535708,0.2649420160570919,0.04817127564674398,0.04435713720756425,next_open_long_only,1.5,0.0004
