Date,Equity
2022-07-18,1000000.0
2022-07-19,1000000.0
2022-07-20,1000000.0
2022-07-21,1000000.0
2022-07-22,1000000.0
2022-07-25,1000000.0
2022-07-26,1000000.0
2022-07-27,1000000.0
2022-07-28,1000000.0
2022-07-29,1000000.0
2022-08-01,1000000.0
2022-08-02,1000000.0
2022-08-03,1000000.0
2022-08-04,1000000.0
2022-08-05,1000000.0
2022-08-08,1000000.0
2022-08-09,1000000.0
2022-08-10,1000000.0
2022-08-11,1000000.0
2022-08-12,1000000.0
2022-08-15,1000000.0
2022-08-16,1000000.0
2022-08-17,1000000.0
2022-08-18,1000000.0
2022-08-19,1000000.0
2022-08-22,1000000.0
2022-08-23,1000000.0
2022-08-24,1000000.0
2022-08-25,1000000.0
2022-08-26,1000000.0
2022-08-29,1000000.0
2022-08-31,1000000.0
2022-09-01,1000000.0
2022-09-02,1000000.0
2022-09-05,1000000.0
2022-09-06,1000000.0
2022-09-07,1000000.0
2022-09-08,1000000.0
2022-09-09,1000000.0
2022-09-12,1000000.0
2022-09-13,1000000.0
2022-09-14,1001782.0363127951
2022-09-15,1003090.9170145579
2022-09-16,1003090.9170145579
2022-09-19,1003090.9170145579
2022-09-20,1003090.9170145579
2022-09-21,1003090.9170145579
2022-09-22,1003090.9170145579
2022-09-23,1003090.9170145579
2022-09-26,1003090.9170145579
2022-09-27,1003090.9170145579
2022-09-28,1003090.9170145579
2022-09-29,1003090.9170145579
2022-09-30,1003090.9170145579
2022-10-03,1003090.9170145579
2022-10-04,1003090.9170145579
2022-10-05,1003090.9170145579
2022-10-06,1003090.9170145579
2022-10-07,1003090.9170145579
2022-10-10,1003090.9170145579
2022-10-11,1003090.9170145579
2022-10-12,1003090.9170145579
2022-10-13,1003090.9170145579
2022-10-14,1003090.9170145579
2022-10-17,1003090.9170145579
2022-10-18,1003090.9170145579
2022-10-19,1003090.9170145579
2022-10-20,1003090.9170145579
2022-10-21,1003090.9170145579
2022-10-24,1003090.9170145579
2022-10-25,1003090.9170145579
2022-10-26,1003090.9170145579
2022-10-27,1003090.9170145579
2022-10-28,1003090.9170145579
2022-10-31,1003090.9170145579
2022-11-01,1003090.9170145579
2022-11-02,1003090.9170145579
2022-11-03,1003090.9170145579
2022-11-04,1003090.9170145579
2022-11-07,1003090.9170145579
2022-11-08,1003090.9170145579
2022-11-09,1003090.9170145579
2022-11-10,1003090.9170145579
2022-11-11,1003090.9170145579
2022-11-14,1003090.9170145579
2022-11-15,1003522.5467279003
2022-11-16,1002456.089163405
2022-11-17,998407.9457584241
2022-11-18,1000340.790700996
2022-11-21,1000736.2003239078
2022-11-22,1000736.2003239078
2022-11-23,1000736.2003239078
2022-11-24,1000497.681528696
2022-11-25,999796.9257520713
2022-11-28,999796.9257520713
2022-11-29,999796.9257520713
2022-11-30,999796.9257520713
2022-12-01,999796.9257520713
2022-12-02,999796.9257520713
2022-12-05,999796.9257520713
2022-12-06,999796.9257520713
2022-12-07,999796.9257520713
2022-12-08,999796.9257520713
2022-12-09,999796.9257520713
2022-12-12,999796.9257520713
2022-12-13,999796.9257520713
2022-12-14,999796.9257520713
2022-12-15,999796.9257520713
2022-12-16,999796.9257520713
2022-12-19,999796.9257520713
2022-12-20,1000098.0782052169
2022-12-21,1000756.1801503487
2022-12-22,1000756.1801503487
2022-12-23,1000616.2154959498
2022-12-26,1001756.7769458657
2022-12-27,1001756.7769458657
2022-12-28,1004445.6475375912
2022-12-29,1008396.0534147357
2022-12-30,1011592.5573450027
2023-01-02,1014193.3138938858
2023-01-03,1014193.3138938858
2023-01-04,1014193.3138938858
2023-01-05,1014193.3138938858
2023-01-06,1014193.3138938858
2023-01-09,1014193.3138938858
2023-01-10,1014193.3138938858
2023-01-11,1014193.3138938858
2023-01-12,1014193.3138938858
2023-01-13,1014193.3138938858
2023-01-16,1016246.4279229713
2023-01-17,1016214.6092868373
2023-01-18,1016214.6092868373
2023-01-19,1019999.8796953936
2023-01-20,1019857.4538687335
2023-01-23,1019857.4538687335
2023-01-24,1019857.4538687335
2023-01-25,1019857.4538687335
2023-01-26,1019857.4538687335
2023-01-27,1019857.4538687335
2023-01-30,1019857.4538687335
2023-01-31,1018425.344478125
2023-02-01,1018845.7433551785
2023-02-02,1018845.7433551785
2023-02-03,1018845.7433551785
2023-02-06,1018845.7433551785
2023-02-07,1018845.7433551785
2023-02-08,1018845.7433551785
2023-02-15,1018845.7433551785
2023-02-16,1018845.7433551785
2023-02-17,1018845.7433551785
2023-02-20,1018845.7433551785
2023-02-21,1018845.7433551785
2023-02-22,1018845.7433551785
2023-02-23,1018845.7433551785
2023-02-24,1018904.8320051566
2023-02-27,1022555.1490013404
2023-02-28,1022708.1065035597
2023-03-01,1022708.1065035597
2023-03-02,1022708.1065035597
2023-03-03,1021229.2516903798
2023-03-06,1021764.3231365182
2023-03-07,1021764.3231365182
2023-03-08,1021764.3231365182
2023-03-09,1021764.3231365182
2023-03-10,1021764.3231365182
2023-03-13,1021764.3231365182
2023-03-14,1021764.3231365182
2023-03-15,1021764.3231365182
2023-03-16,1021764.3231365182
2023-03-17,1021764.3231365182
2023-03-20,1021764.3231365182
2023-03-21,1021764.3231365182
2023-03-22,1021764.3231365182
2023-03-23,1021764.3231365182
2023-03-24,1021764.3231365182
2023-03-27,1021764.3231365182
2023-03-28,1021764.3231365182
2023-03-29,1021764.3231365182
2023-03-30,1021764.3231365182
2023-03-31,1021764.3231365182
2023-04-03,1021764.3231365182
2023-04-04,1021764.3231365182
2023-04-05,1021764.3231365182
2023-04-06,1021764.3231365182
2023-04-07,1021764.3231365182
2023-04-10,1021764.3231365182
2023-04-11,1021764.3231365182
2023-04-12,1021764.3231365182
2023-04-13,1021764.3231365182
2023-04-14,1021764.3231365182
2023-04-17,1021764.3231365182
2023-04-18,1021764.3231365182
2023-04-19,1021764.3231365182
2023-04-20,1021764.3231365182
2023-04-24,1021764.3231365182
2023-04-25,1021764.3231365182
2023-04-26,1021764.3231365182
2023-04-27,1021764.3231365182
2023-04-28,1021764.3231365182
2023-05-02,1021764.3231365182
2023-05-03,1021764.3231365182
2023-05-04,1021764.3231365182
2023-05-05,1021764.3231365182
2023-05-08,1021764.3231365182
2023-05-09,1021764.3231365182
2023-05-10,1021764.3231365182
2023-05-11,1021764.3231365182
2023-05-12,1021764.3231365182
2023-05-15,1021764.3231365182
2023-05-16,1021764.3231365182
2023-05-17,1021764.3231365182
2023-05-18,1021764.3231365182
2023-05-22,1021764.3231365182
2023-05-23,1021764.3231365182
2023-05-24,1021764.3231365182
2023-05-25,1021764.3231365182
2023-05-26,1021764.3231365182
2023-05-29,1021764.3231365182
2023-05-30,1021764.3231365182
2023-05-31,1021764.3231365182
2023-06-01,1021764.3231365182
2023-06-02,1022237.2115657681
2023-06-05,1027025.6099897162
2023-06-06,1027025.6099897162
2023-06-07,1027025.6099897162
2023-06-08,1027025.6099897162
2023-06-09,1027025.6099897162
2023-06-12,1027025.6099897162
2023-06-13,1027025.6099897162
2023-06-14,1027025.6099897162
2023-06-15,1027025.6099897162
2023-06-16,1027025.6099897162
2023-06-19,1027025.6099897162
2023-06-20,1027025.6099897162
2023-06-21,1027025.6099897162
2023-06-22,1027025.6099897162
2023-06-23,1027025.6099897162
2023-06-26,1026846.0382071579
2023-06-27,1026169.6748608084
2023-07-03,1026169.6748608084
2023-07-04,1026169.6748608084
2023-07-05,1026169.6748608084
2023-07-06,1026169.6748608084
2023-07-07,1026169.6748608084
2023-07-10,1026169.6748608084
2023-07-11,1026169.6748608084
2023-07-12,1026169.6748608084
2023-07-13,1026169.6748608084
2023-07-14,1026169.6748608084
2023-07-17,1026169.6748608084
2023-07-18,1026169.6748608084
2023-07-19,1026169.6748608084
2023-07-20,1026169.6748608084
2023-07-21,1026169.6748608084
2023-07-24,1026169.6748608084
2023-07-25,1026169.6748608084
2023-07-26,1026169.6748608084
2023-07-27,1026169.6748608084
2023-07-28,1026169.6748608084
2023-07-31,1026169.6748608084
2023-08-01,1026169.6748608084
2023-08-02,1026169.6748608084
2023-08-03,1026169.6748608084
2023-08-04,1026169.6748608084
2023-08-07,1026169.6748608084
2023-08-08,1026169.6748608084
2023-08-09,1026169.6748608084
2023-08-10,1026169.6748608084
2023-08-11,1026169.6748608084
2023-08-14,1026169.6748608084
2023-08-15,1026169.6748608084
2023-08-16,1026169.6748608084
2023-08-17,1026169.6748608084
2023-08-18,1026169.6748608084
2023-08-21,1026169.6748608084
2023-08-22,1026169.6748608084
2023-08-23,1026169.6748608084
2023-08-24,1026169.6748608084
2023-08-25,1026169.6748608084
2023-08-28,1026169.6748608084
2023-08-29,1026169.6748608084
2023-08-31,1026169.6748608084
2023-09-01,1026169.6748608084
2023-09-04,1026169.6748608084
2023-09-05,1026169.6748608084
2023-09-06,1026169.6748608084
2023-09-07,1026169.6748608084
2023-09-08,1026169.6748608084
2023-09-11,1026169.6748608084
2023-09-12,1026169.6748608084
2023-09-13,1026169.6748608084
2023-09-14,1026169.6748608084
2023-09-15,1026169.6748608084
2023-09-18,1026169.6748608084
2023-09-19,1026169.6748608084
2023-09-20,1026169.6748608084
2023-09-21,1026169.6748608084
2023-09-22,1026169.6748608084
2023-09-25,1026169.6748608084
2023-09-26,1026169.6748608084
2023-09-27,1026169.6748608084
2023-09-28,1026169.6748608084
2023-09-29,1026169.6748608084
2023-10-02,1026169.6748608084
2023-10-03,1026169.6748608084
2023-10-04,1026169.6748608084
2023-10-05,1026169.6748608084
2023-10-06,1026169.6748608084
2023-10-09,1026169.6748608084
2023-10-10,1026169.6748608084
2023-10-11,1026169.6748608084
2023-10-12,1026169.6748608084
2023-10-13,1022223.7024304462
2023-10-16,1023407.5800745725
2023-10-17,1023407.5800745725
2023-10-18,1023407.5800745725
2023-10-19,1023407.5800745725
2023-10-20,1023407.5800745725
2023-10-23,1023407.5800745725
2023-10-24,1023407.5800745725
2023-10-25,1023407.5800745725
2023-10-26,1023407.5800745725
2023-10-27,1023407.5800745725
2023-10-30,1023407.5800745725
2023-10-31,1023407.5800745725
2023-11-01,1023407.5800745725
2023-11-02,1023407.5800745725
2023-11-03,1023407.5800745725
2023-11-06,1023407.5800745725
2023-11-07,1023407.5800745725
2023-11-08,1023407.5800745725
2023-11-09,1023407.5800745725
2023-11-10,1023407.5800745725
2023-11-13,1023407.5800745725
2023-11-14,1023407.5800745725
2023-11-15,1023407.5800745725
2023-11-16,1025975.6457107215
2023-11-17,1025868.6547549248
2023-11-20,1025868.6547549248
2023-11-21,1025868.6547549248
2023-11-22,1025868.6547549248
2023-11-23,1025868.6547549248
2023-11-24,1025868.6547549248
2023-11-27,1025868.6547549248
2023-11-28,1025868.6547549248
2023-11-29,1025868.6547549248
2023-11-30,1025868.6547549248
2023-12-01,1025868.6547549248
2023-12-04,1025868.6547549248
2023-12-05,1025868.6547549248
2023-12-06,1025868.6547549248
2023-12-07,1025868.6547549248
2023-12-08,1025868.6547549248
2023-12-11,1025868.6547549248
2023-12-12,1025868.6547549248
2023-12-13,1025868.6547549248
2023-12-14,1025868.6547549248
2023-12-15,1025868.6547549248
2023-12-18,1025868.6547549248
2023-12-19,1025868.6547549248
2023-12-20,1025469.3615528602
2023-12-21,1026586.3384479765
2023-12-22,1026541.6089609303
2023-12-26,1026541.6089609303
2023-12-27,1026541.6089609303
2023-12-28,1026541.6089609303
2023-12-29,1026541.6089609303
2024-01-02,1026541.6089609303
2024-01-03,1026541.6089609303
2024-01-04,1026541.6089609303
2024-01-05,1026541.6089609303
2024-01-08,1026541.6089609303
2024-01-09,1026541.6089609303
2024-01-10,1026541.6089609303
2024-01-11,1026541.6089609303
2024-01-12,1026541.6089609303
2024-01-15,1026541.6089609303
2024-01-16,1026541.6089609303
2024-01-17,1026541.6089609303
2024-01-18,1026541.6089609303
2024-01-19,1026541.6089609303
2024-01-22,1026541.6089609303
2024-01-23,1026541.6089609303
2024-01-24,1026541.6089609303
2024-01-25,1026541.6089609303
2024-01-26,1026541.6089609303
2024-01-29,1026541.6089609303
2024-01-30,1026541.6089609303
2024-01-31,1026541.6089609303
2024-02-01,1026541.6089609303
2024-02-02,1026541.6089609303
2024-02-05,1026541.6089609303
2024-02-06,1026541.6089609303
2024-02-07,1026541.6089609303
2024-02-08,1026541.6089609303
2024-02-09,1026541.6089609303
2024-02-12,1026541.6089609303
2024-02-13,1026541.6089609303
2024-02-14,1026541.6089609303
2024-02-15,1026541.6089609303
2024-02-16,1026541.6089609303
2024-02-19,1026541.6089609303
2024-02-20,1026541.6089609303
2024-02-21,1026541.6089609303
2024-02-22,1026541.6089609303
2024-02-23,1026541.6089609303
2024-02-26,1026541.6089609303
2024-02-27,1026541.6089609303
2024-02-28,1026541.6089609303
2024-02-29,1026541.6089609303
2024-03-01,1026541.6089609303
2024-03-04,1026541.6089609303
2024-03-05,1026541.6089609303
2024-03-06,1026541.6089609303
2024-03-07,1026541.6089609303
2024-03-08,1026541.6089609303
2024-03-11,1026541.6089609303
2024-03-12,1026541.6089609303
2024-03-13,1026541.6089609303
2024-03-14,1026541.6089609303
2024-03-15,1026541.6089609303
2024-03-18,1026541.6089609303
2024-03-19,1026541.6089609303
2024-03-20,1026541.6089609303
2024-03-21,1026541.6089609303
2024-03-22,1026541.6089609303
2024-03-25,1026541.6089609303
2024-03-26,1026541.6089609303
2024-03-27,1026541.6089609303
2024-03-28,1032400.5726851874
2024-03-29,1029432.0214401118
2024-04-01,1035949.7917434211
2024-04-02,1035893.1237404568
2024-04-03,1035893.1237404568
2024-04-04,1035893.1237404568
2024-04-05,1035893.1237404568
2024-04-08,1035893.1237404568
2024-04-09,1035893.1237404568
2024-04-15,1035893.1237404568
2024-04-16,1035893.1237404568
2024-04-17,1035893.1237404568
2024-04-18,1035893.1237404568
2024-04-19,1035893.1237404568
2024-04-22,1035893.1237404568
2024-04-24,1035893.1237404568
2024-04-25,1035893.1237404568
2024-04-26,1035893.1237404568
2024-04-29,1035893.1237404568
2024-04-30,1035893.1237404568
2024-05-02,1035893.1237404568
2024-05-03,1035893.1237404568
2024-05-06,1035893.1237404568
2024-05-07,1036198.154799897
2024-05-08,1034316.1383470665
2024-05-09,1036126.7956403758
2024-05-10,1037363.3105604388
2024-05-13,1037548.5671569665
2024-05-14,1044768.661311321
2024-05-15,1040662.5935662796
2024-05-16,1038325.2880147544
2024-05-17,1044592.8470429562
2024-05-20,1045637.5489481692
2024-05-21,1063962.0789822268
2024-05-22,1063849.6721319603
2024-05-23,1059843.8409803435
2024-05-24,1055151.5622028897
2024-05-27,1056516.908216681
2024-05-28,1055877.0690893885
2024-05-29,1056256.8942032328
2024-05-30,1054960.743848381
2024-05-31,1055239.7188948188
2024-06-03,1055239.7188948188
2024-06-04,1055239.7188948188
2024-06-05,1053808.8577316408
2024-06-06,1054000.2201632883
2024-06-07,1054000.2201632883
2024-06-10,1054000.2201632883
2024-06-11,1054000.2201632883
2024-06-12,1054000.2201632883
2024-06-13,1054000.2201632883
2024-06-14,1054000.2201632883
2024-06-20,1054000.2201632883
2024-06-21,1054000.2201632883
2024-06-24,1054000.2201632883
2024-06-25,1054000.2201632883
2024-06-26,1054000.2201632883
2024-06-27,1054000.2201632883
2024-06-28,1054000.2201632883
2024-07-01,1054000.2201632883
2024-07-02,1054000.2201632883
2024-07-03,1054000.2201632883
2024-07-04,1054000.2201632883
2024-07-05,1054000.2201632883
2024-07-08,1054000.2201632883
2024-07-09,1054000.2201632883
2024-07-10,1054000.2201632883
2024-07-11,1054000.2201632883
2024-07-12,1054000.2201632883
2024-07-16,1054000.2201632883
2024-07-17,1054000.2201632883
2024-07-18,1054000.2201632883
2024-07-19,1054000.2201632883
2024-07-22,1054000.2201632883
2024-07-23,1054000.2201632883
2024-07-24,1054000.2201632883
2024-07-25,1054000.2201632883
2024-07-26,1054000.2201632883
2024-07-29,1054000.2201632883
2024-07-30,1054000.2201632883
2024-07-31,1054000.2201632883
2024-08-01,1054000.2201632883
2024-08-02,1054000.2201632883
2024-08-05,1054000.2201632883
2024-08-06,1054000.2201632883
2024-08-07,1054000.2201632883
2024-08-08,1054000.2201632883
2024-08-09,1054000.2201632883
2024-08-12,1054000.2201632883
2024-08-13,1054000.2201632883
2024-08-14,1054000.2201632883
2024-08-15,1054000.2201632883
2024-08-16,1054000.2201632883
2024-08-19,1057470.9827964974
2024-08-20,1056939.9722925308
2024-08-21,1056939.9722925308
2024-08-22,1056939.9722925308
2024-08-23,1056939.9722925308
2024-08-26,1056939.9722925308
2024-08-27,1056939.9722925308
2024-08-28,1056939.9722925308
2024-08-29,1056939.9722925308
2024-09-02,1056939.9722925308
2024-09-03,1056939.9722925308
2024-09-04,1056939.9722925308
2024-09-05,1056939.9722925308
2024-09-06,1056939.9722925308
2024-09-09,1056939.9722925308
2024-09-10,1056939.9722925308
2024-09-11,1056939.9722925308
2024-09-12,1056939.9722925308
2024-09-13,1056939.9722925308
2024-09-16,1056939.9722925308
2024-09-17,1056939.9722925308
2024-09-18,1056939.9722925308
2024-09-19,1056939.9722925308
2024-09-20,1056939.9722925308
2024-09-23,1056939.9722925308
2024-09-24,1056939.9722925308
2024-09-25,1056939.9722925308
2024-09-26,1056939.9722925308
2024-09-27,1056939.9722925308
2024-09-30,1056939.9722925308
2024-10-01,1056939.9722925308
2024-10-02,1056939.9722925308
2024-10-03,1056939.9722925308
2024-10-04,1056939.9722925308
2024-10-07,1056939.9722925308
2024-10-08,1056939.9722925308
2024-10-09,1056939.9722925308
2024-10-10,1056939.9722925308
2024-10-11,1056939.9722925308
2024-10-14,1056939.9722925308
2024-10-15,1056939.9722925308
2024-10-16,1056939.9722925308
2024-10-17,1056939.9722925308
2024-10-18,1056939.9722925308
2024-10-21,1056939.9722925308
2024-10-22,1056939.9722925308
2024-10-23,1056939.9722925308
2024-10-24,1056939.9722925308
2024-10-25,1056939.9722925308
2024-10-28,1056939.9722925308
2024-10-30,1056939.9722925308
2024-10-31,1056939.9722925308
2024-11-01,1056939.9722925308
2024-11-04,1056939.9722925308
2024-11-05,1056939.9722925308
2024-11-06,1056939.9722925308
2024-11-07,1056939.9722925308
2024-11-08,1056939.9722925308
2024-11-11,1056939.9722925308
2024-11-12,1056939.9722925308
2024-11-13,1056939.9722925308
2024-11-14,1056939.9722925308
2024-11-15,1056939.9722925308
2024-11-18,1056939.9722925308
2024-11-19,1056939.9722925308
2024-11-20,1056939.9722925308
2024-11-21,1056939.9722925308
2024-11-22,1056939.9722925308
2024-11-25,1056939.9722925308
2024-11-26,1056939.9722925308
2024-11-27,1056939.9722925308
2024-11-28,1056939.9722925308
2024-11-29,1056939.9722925308
2024-12-02,1056939.9722925308
2024-12-03,1056939.9722925308
2024-12-04,1056939.9722925308
2024-12-05,1056939.9722925308
2024-12-06,1056939.9722925308
2024-12-09,1056939.9722925308
2024-12-10,1056939.9722925308
2024-12-11,1056939.9722925308
2024-12-12,1056939.9722925308
2024-12-13,1056939.9722925308
2024-12-16,1056939.9722925308
2024-12-17,1056939.9722925308
2024-12-18,1056939.9722925308
2024-12-19,1056939.9722925308
2024-12-20,1056939.9722925308
2024-12-23,1056939.9722925308
2024-12-24,1056939.9722925308
2024-12-26,1056939.9722925308
2024-12-27,1056939.9722925308
2024-12-30,1056939.9722925308
2024-12-31,1056939.9722925308
2025-01-02,1056939.9722925308
2025-01-03,1056939.9722925308
2025-01-06,1056939.9722925308
2025-01-07,1056939.9722925308
2025-01-08,1056939.9722925308
2025-01-09,1056939.9722925308
2025-01-10,1056939.9722925308
2025-01-13,1056939.9722925308
2025-01-14,1056939.9722925308
2025-01-15,1056939.9722925308
2025-01-16,1056939.9722925308
2025-01-17,1056939.9722925308
2025-01-20,1056939.9722925308
2025-01-21,1056939.9722925308
2025-01-22,1056939.9722925308
2025-01-23,1056939.9722925308
2025-01-24,1056939.9722925308
2025-01-27,1056939.9722925308
2025-01-28,1056939.9722925308
2025-01-29,1056939.9722925308
2025-01-30,1056939.9722925308
2025-01-31,1056939.9722925308
2025-02-03,1056939.9722925308
2025-02-04,1056939.9722925308
2025-02-05,1056939.9722925308
2025-02-06,1056939.9722925308
2025-02-07,1056939.9722925308
2025-02-10,1056939.9722925308
2025-02-11,1056939.9722925308
2025-02-12,1056939.9722925308
2025-02-13,1056939.9722925308
2025-02-14,1056939.9722925308
2025-02-17,1056939.9722925308
2025-02-18,1056939.9722925308
2025-02-19,1056939.9722925308
2025-02-20,1056939.9722925308
2025-02-21,1056939.9722925308
2025-02-24,1056939.9722925308
2025-02-25,1056939.9722925308
2025-02-26,1056939.9722925308
2025-02-27,1056939.9722925308
2025-02-28,1056939.9722925308
2025-03-03,1056939.9722925308
2025-03-04,1056939.9722925308
2025-03-05,1056939.9722925308
2025-03-06,1056939.9722925308
2025-03-07,1056939.9722925308
2025-03-10,1056939.9722925308
2025-03-11,1056939.9722925308
2025-03-12,1056939.9722925308
2025-03-13,1056939.9722925308
2025-03-14,1056939.9722925308
2025-03-17,1056939.9722925308
2025-03-18,1056939.9722925308
2025-03-19,1056939.9722925308
2025-03-20,1056939.9722925308
2025-03-21,1056939.9722925308
2025-03-24,1056939.9722925308
2025-03-25,1056939.9722925308
2025-03-26,1056939.9722925308
2025-03-27,1056939.9722925308
2025-03-28,1056939.9722925308
2025-04-02,1056939.9722925308
2025-04-03,1056939.9722925308
2025-04-04,1056939.9722925308
2025-04-07,1056939.9722925308
2025-04-08,1056939.9722925308
2025-04-09,1056939.9722925308
2025-04-10,1056939.9722925308
2025-04-11,1056939.9722925308
2025-04-14,1056939.9722925308
2025-04-15,1056939.9722925308
2025-04-16,1056939.9722925308
2025-04-17,1056939.9722925308
2025-04-18,1056939.9722925308
2025-04-21,1056939.9722925308
2025-04-22,1056939.9722925308
2025-04-24,1056939.9722925308
2025-04-25,1056939.9722925308
2025-04-28,1056939.9722925308
2025-04-29,1056939.9722925308
2025-04-30,1056939.9722925308
2025-05-02,1056939.9722925308
2025-05-05,1056939.9722925308
2025-05-06,1056939.9722925308
2025-05-07,1056939.9722925308
2025-05-08,1056939.9722925308
2025-05-09,1056939.9722925308
2025-05-12,1056939.9722925308
2025-05-13,1056939.9722925308
2025-05-14,1056939.9722925308
2025-05-15,1056939.9722925308
2025-05-16,1056939.9722925308
2025-05-20,1056939.9722925308
2025-05-21,1056939.9722925308
2025-05-22,1056939.9722925308
2025-05-23,1056939.9722925308
2025-05-26,1056939.9722925308
2025-05-27,1056939.9722925308
2025-05-28,1056939.9722925308
2025-05-29,1056939.9722925308
2025-05-30,1056939.9722925308
2025-06-02,1056939.9722925308
2025-06-03,1056939.9722925308
2025-06-04,1056939.9722925308
2025-06-05,1056939.9722925308
2025-06-10,1056939.9722925308
2025-06-11,1056939.9722925308
2025-06-12,1056939.9722925308
2025-06-13,1056939.9722925308
2025-06-16,1056939.9722925308
2025-06-17,1056939.9722925308
2025-06-18,1056939.9722925308
2025-06-19,1056939.9722925308
2025-06-20,1056939.9722925308
2025-06-23,1056939.9722925308
2025-06-24,1056939.9722925308
2025-06-25,1056939.9722925308
2025-06-26,1056939.9722925308
2025-06-27,1056939.9722925308
2025-06-30,1056939.9722925308
2025-07-01,1056939.9722925308
2025-07-02,1056939.9722925308
2025-07-03,1056939.9722925308
2025-07-04,1056939.9722925308
2025-07-07,1056939.9722925308
2025-07-08,1056939.9722925308
2025-07-09,1056939.9722925308
2025-07-10,1056939.9722925308
2025-07-11,1056939.9722925308
2025-07-14,1056939.9722925308
2025-07-16,1056939.9722925308
2025-07-17,1056939.9722925308
2025-07-18,1056939.9722925308
2025-07-21,1056939.9722925308
2025-07-22,1056939.9722925308
2025-07-23,1056939.9722925308
2025-07-24,1056939.9722925308
2025-07-25,1056939.9722925308
2025-07-28,1056939.9722925308
2025-07-29,1056939.9722925308
2025-07-30,1056939.9722925308
2025-07-31,1060353.2216039782
2025-08-01,1062824.4691528422
2025-08-04,1063699.376460156
2025-08-05,1063699.376460156
2025-08-06,1063699.376460156
2025-08-07,1063699.376460156
2025-08-08,1063699.376460156
2025-08-11,1063699.376460156
2025-08-12,1063699.376460156
2025-08-13,1063699.376460156
2025-08-14,1063699.376460156
2025-08-15,1063699.376460156
2025-08-18,1063699.376460156
2025-08-19,1063699.376460156
2025-08-20,1063699.376460156
2025-08-21,1063699.376460156
2025-08-22,1063699.376460156
2025-08-25,1063699.376460156
2025-08-26,1063699.376460156
2025-08-27,1063699.376460156
2025-08-28,1063699.376460156
2025-08-29,1063699.376460156
2025-09-01,1063699.376460156
2025-09-02,1063699.376460156
2025-09-03,1063699.376460156
2025-09-04,1063699.376460156
2025-09-05,1063699.376460156
2025-09-08,1063699.376460156
2025-09-09,1063672.3874645883
2025-09-10,1064203.226335288
2025-09-11,1064203.226335288
2025-09-12,1064203.226335288
2025-09-15,1064203.226335288
2025-09-16,1064203.226335288
2025-09-17,1064203.226335288
2025-09-18,1064203.226335288
2025-09-19,1064203.226335288
2025-09-22,1064203.226335288
2025-09-23,1064203.226335288
2025-09-24,1064203.226335288
2025-09-25,1064203.226335288
2025-09-26,1064203.226335288
2025-09-29,1064203.226335288
2025-09-30,1064203.226335288
2025-10-01,1064203.226335288
2025-10-02,1064203.226335288
2025-10-03,1064203.226335288
2025-10-06,1064203.226335288
2025-10-07,1064203.226335288
2025-10-08,1064203.226335288
2025-10-09,1064203.226335288
2025-10-10,1064203.226335288
2025-10-13,1064203.226335288
2025-10-14,1064203.226335288
2025-10-15,1064203.226335288
2025-10-16,1064203.226335288
2025-10-17,1064203.226335288
2025-10-20,1064203.226335288
2025-10-21,1064203.226335288
2025-10-22,1064203.226335288
2025-10-23,1064203.226335288
2025-10-24,1064203.226335288
2025-10-27,1064203.226335288
2025-10-28,1064203.226335288
2025-10-30,1063788.5745326744
2025-10-31,1063519.9568749364
