Order Id,Column,Timestamp,Size,Price,Fees,Side
0,0,2022-09-14,5442.367944512986,43.11076998113619,93.8498690434433,Buy
1,0,2022-09-15,5442.367944512986,43.7134357247196,95.16184053309709,Sell
2,0,2022-11-15,2874.416190655775,55.252956739970436,63.52799737398967,Buy
3,0,2022-11-16,109.84269236304408,55.68567760150222,2.4466659015237853,Buy
4,0,2022-11-17,508.0984260766663,55.1645003461724,11.211598320478366,Sell
5,0,2022-11-18,810.2508697374992,53.4295875756288,17.31654792114765,Sell
6,0,2022-11-21,1665.9095872046537,54.86050171020561,36.55705430315553,Sell
7,0,2022-11-24,2134.0833416284886,59.58979967373945,50.867839525882445,Buy
8,0,2022-11-25,2134.0833416284886,59.19718424675134,50.532689908921775,Sell
9,0,2022-12-20,2059.3283805546816,65.40109533028209,53.872932693204866,Buy
10,0,2022-12-21,2059.3283805546816,65.91943288374704,54.29990358702792,Sell
11,0,2022-12-23,1969.1226699708036,66.7454694667956,52.57200681796453,Buy
12,0,2022-12-26,1969.1226699708036,67.30723400251262,53.01448013095092,Sell
13,0,2022-12-28,1916.3178260405962,67.52609823047081,51.76058630480783,Buy
14,0,2022-12-29,19.17477573765177,69.0428862298459,0.5295527438950004,Sell
15,0,2022-12-30,222.267436361901,71.51543449191722,6.3582209139303645,Buy
16,0,2023-01-02,2119.4104866648454,73.85588344189001,62.612373547455284,Sell
17,0,2023-01-16,1172.0968302979998,63.49286414593976,29.767913924799004,Buy
18,0,2023-01-17,1172.0968302979998,65.26888113749355,30.60057947934124,Sell
19,0,2023-01-19,1968.0121918538246,66.96270464647968,52.71336765751151,Buy
20,0,2023-01-20,1968.0121918538246,68.86806440046031,54.213276147792094,Sell
21,0,2023-01-31,1525.239470252217,67.22281205666431,41.012354500068405,Buy
22,0,2023-02-01,1525.239470252217,66.61303382457326,40.640331368994055,Sell
23,0,2023-02-24,1009.9132770990442,65.14196655815819,26.315094769370354,Buy
24,0,2023-02-27,517.0304268821593,65.18477173702921,13.481004142964931,Buy
25,0,2023-02-28,1526.9437039812035,67.73909199826083,41.373512016059166,Sell
26,0,2023-03-03,1326.5015707673629,69.52287343350665,36.888880325522855,Buy
27,0,2023-03-06,1326.5015707673629,68.86674624370912,36.54073882636701,Sell
28,0,2023-06-02,2028.6081741922171,75.38642435910027,61.171806671197636,Buy
