Date,Close,High,Low,Open,Volume
2025-10-01,315.75,318.75,311.75,315.5,44237945
2025-10-02,315.0,318.5,314.5,315.75,39859117
2025-10-03,311.0,317.25,310.75,316.0,31181374
2025-10-06,305.5,317.0,304.0,312.5,40200172
2025-10-07,313.75,314.5,305.5,306.25,32264093
2025-10-08,310.25,316.75,307.5,313.5,41143341
2025-10-09,312.5,318.25,310.75,316.75,37074561
2025-10-10,313.75,317.75,310.75,313.25,36347821
2025-10-13,309.0,312.25,307.75,309.5,29718699
2025-10-14,302.0,310.25,300.25,309.25,31639213
2025-10-15,300.75,306.25,298.0,302.75,41747312
2025-10-16,296.0,302.0,295.5,299.25,38875850
2025-10-17,292.0,296.0,287.75,295.0,57747825
2025-10-20,297.75,300.25,290.0,293.25,51523112
2025-10-21,294.5,298.75,293.0,298.5,30462184
2025-10-22,288.0,296.0,287.0,295.5,42484656
2025-10-23,284.25,290.25,283.75,288.5,40555813
2025-10-24,297.0,302.25,287.0,287.0,84622262
2025-10-27,295.0,298.5,293.0,297.0,27751916
2025-10-28,292.0,295.75,292.0,294.75,10268579
2025-10-30,290.0,294.75,289.5,292.75,27637939
2025-10-31,291.5,293.25,289.0,290.25,28385482
2025-11-03,294.0,295.75,292.25,293.25,41693246
2025-11-04,289.0,295.0,288.25,294.0,29538148
2025-11-05,290.0,292.0,287.25,289.5,37593637
2025-11-06,292.5,294.5,288.0,291.75,33000037
2025-11-07,289.5,298.25,288.0,296.0,42808807
2025-11-10,278.25,291.5,278.25,291.0,43267774
2025-11-11,273.0,281.0,266.5,278.25,54581700
2025-11-12,268.0,275.5,268.0,275.25,37544314
2025-11-13,271.0,274.5,269.25,269.25,34972867
2025-11-14,269.0,271.0,267.0,270.5,28455584
2025-11-17,268.5,271.5,266.75,270.75,29682554
2025-11-18,267.5,269.75,266.75,267.5,22734301
2025-11-19,277.5,278.75,268.5,268.75,45678395
2025-11-20,276.25,280.75,273.75,279.0,31112755
2025-11-21,273.0,276.25,271.5,276.25,27542702
2025-11-24,270.25,273.25,270.0,272.25,33487074
2025-11-25,273.25,279.0,270.0,271.0,53946056
2025-11-26,274.25,275.25,272.75,273.75,32243168
2025-11-27,272.5,276.5,272.5,276.0,24662646
2025-11-28,272.75,276.75,271.5,272.75,31495812
2025-12-01,276.5,277.25,271.5,272.0,29348256
2025-12-02,279.0,281.75,276.25,277.0,38452648
2025-12-03,275.5,283.5,275.5,281.25,35791929
2025-12-04,270.0,277.25,269.25,275.5,31922352
2025-12-05,270.25,271.75,267.75,270.0,25259577
2025-12-08,272.25,273.75,271.75,271.75,30892643
2025-12-09,271.5,273.25,270.5,273.0,27160617
2025-12-10,270.5,275.75,270.25,272.0,37191224
2025-12-11,269.5,272.5,269.25,271.25,27746236
2025-12-12,272.25,274.5,270.75,270.75,27438909
2025-12-15,274.25,276.25,272.0,273.25,34556393
2025-12-16,273.25,276.0,272.25,274.5,36677565
2025-12-17,274.0,275.0,271.0,273.25,35624064
2025-12-18,274.5,277.25,273.25,274.5,38604691
2025-12-19,277.25,277.75,273.75,275.0,38159581
2025-12-22,272.0,278.5,271.75,277.75,31216523
2025-12-23,270.5,272.0,270.0,271.75,23713128
2025-12-24,271.25,272.5,269.25,271.0,26074191
